"Id";"Name";"YearRange";"ReleaseDate";"Director";"Creator";"Cast";"Duration";"RatingValue";"ContentRating";"Genre";"Url";"Description"
"the_hallow";"The Hallow (The Woods)";"2014 2015 2016";"Nov 6, 2015 Limited";"Corin Hardy";"Corin Hardy,Felipe Marino";;;"6.5/10";"Unrated";"Action & Adventure,Horror,Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/the_hallow/";"Deep within the darkness of secluded forest land in rural Ireland dwells an ancient evil. Feared by the nearby superstitious villagers as cursed creatures who prey upon the lost, their secrets have been kept from civilization and remain on their hallowed ground. But when a conservationist from London moves in with his wife and infant child in order to survey the land for future construction, his actions unwittingly disturb the horde of demonic forces. Alone in a remote wilderness, he must now,ensure his family's survival from their relentless attacks. -- (C) IFC Midnight"
"enemy_at_the_gates";"Enemy at the Gates";"2000 2001 2002";"Mar 16, 2001 Wide";"Jean-Jacques Annaud";"Alain Godard,Jean-Jacques Annaud";"Jude Law,Joseph Fiennes,Ed Harris,Rachel Weisz,Bob Hoskins,Ron Perlman,Eva Mattes,Gabriel Thomson,Matthias Habich,Sophie Rois,Ivan Shvedoff,Gabriel Marshall-Tho...,Mario Bandi,Hans Martin Stier,Gabriel Marshall-Tho...,Clemans Schick,Mikhail Matveev,Alexander Schwan,Lenn Kudrjawizki,Hendrik Arnst,Claudius Freyer,Dietmar Nieder,Bernd Lambrecht,Jim Dowdall,Maxim Kovalevski,Gennadi Vengerov,Dan van Husen,Peter Silbereison,Markus Majowski,Robert Stadlober,Gotthard Lange,Anna Böttcher,Holger Handtke,Marc Bischoff,Mark Zak,Thomas Petruo,Dimitri Alexandrov,David Pagel,Galina Dobberstein,Igor Rozinskij,Sergwei Tokarev,Tom Wlaschiha,Marishcka Schubarth,Natalja Bondar,Dana Cebulla,Piotr Papierz,JAREK?WOZNIAK,Genia Makarov,Werner Dahn,Birol ??nel,Grigori Kofmann,Alexej Nesterov,Valdimir Vilanov,Alexeji Volodin,Gennadi Tselbiansky,Andrej Kaminski,Michael Schenk,Jury Cooper,Manfred Witt,Arslan Kodirov,Axel Neumann,Morin Smole,Inna Samain,Keta Burowa";;"5.7/10,5.5/10";"R (for strong graphic war violence and some sexuality)";"Drama,Action & Adventure";"http://www.rottentomatoes.com/m/enemy_at_the_gates/";"A turning point in 20th century war history is the focus of this fact-based account of the 1942-1943 battle of Stalingrad, in which the Germans were finally defeated by Russian influence -- one of the bloodiest battles in World War II history. The film stars Jude Law as Vassili, a marksman from the Urals who is transported to Stalingrad in 1942, and a master German sniper, Major Koenig (Ed Harris). Koenig, an expert German sniper, is determined to eliminate his formidable opponent by any means,necessary$% meanwhile, Vassili has joined forces with Danilov (Joseph Fiennes), a young Russian political adversary, who is impressed by Vassili's skills and raises his profile in the Soviet Union. Both Vassili and Danilov become involved with Tanya (Rachel Weisz), whose Jewish parents have been captured by the Germans and have forced her to take up with the men on a sniper expedition. Koenig and Vassili begin to develop traps for each other, until fate inevitably must bring the two sharpshooters together. This large-scale production, financed mostly by Teuton companies, also features Bob Hoskins as Nikita Krushchev and Ron Perlman as an aging Russian sniper. ~ Jason Clark, Rovi"
"1016397-planet_of_the_apes";"Planet of the Apes";"1967 1968 1969";"Apr 3, 1968 Wide";"Franklin J. Schaffner";"Rod Serling,Michael Wilson";"Charlton Heston,Roddy McDowall,Kim Hunter,Maurice Evans,James Whitmore,James Daly,Linda Harrison,Robert Gunner,Lou Wagner,Woodrow Parfrey,Jeff Burton,Buck Kartalian,Norman Burton,Wright King,Paul Lambert,Diane Stanley,Harry Monty";"1 hr. 52 min.";"7.5/10,6.2/10";"G";"Classics,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/1016397-planet_of_the_apes/";"Originally intended as a project for Blake Edwards, the film version of Pierre Boule's semisatiric sci-fi novel came to the screen in 1968 under the directorial guidance of Franklin J. Schaffner. Charlton Heston is George Taylor, one of several astronauts on a long, long space mission whose spaceship crash-lands on a remote planet, seemingly devoid of intelligent life. Soon the astronaut learns that this planet is ruled by a race of talking, thinking, reasoning apes who hold court over a,complex, multilayered civilization. In this topsy-turvy society, the human beings are grunting, inarticulate primates, penned-up like animals. When ape leader Dr. Zaius (Maurice Evans) discovers that the captive Taylor has the power of speech, he reacts in horror and insists that the astronaut be killed. But sympathetic ape scientists Cornelius (Roddy McDowell) and Dr. Zira (Kim Hunter) risk their lives to protect Taylor -- and to discover the secret of their planet's history that Dr. Zaius and his minions guard so jealously. In the end, it is Taylor who stumbles on the truth about the Planet of the Apes: 'Damn you! Damn you! Goddamn you all to hell!' Scripted by Rod Serling and Michael Wilson (a former blacklistee who previously adapted another Pierre Boule novel, Bridge on the River Kwai), Planet of the Apes has gone on to be an all-time sci-fi (and/or camp) classic. It won a special Academy Award for John Chambers's convincing (and, from all accounts, excruciatingly uncomfortable) simian makeup. It spawned four successful sequels, as well as two TV series, one live-action and one animated. ~ Hal Erickson, Rovi"
"alien_abduction_2014";"Alien Abduction";"2013 2014 2015";"Apr 4, 2014 Limited";"Matty Beckerman";"Robert Lewis";"Corey Eid,Jeff Bowser,Jillian Clare,Katherine Sigismund,Riley Polanski,Peter Asle Holden,Jordan Turchin,Kelley Hinman";;"4.4/10,0/10";"Unrated";"Horror,Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/alien_abduction_2014/";"A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina. (C) IFC Films"
"flirt";"Flirt";"1995 1996 1997";"Aug 9, 1996 Wide";"Hal Hartley";"Hal Hartley";;"1 hr. 24 min.";"6.7/10";"R";"Drama,Romance,Comedy";"http://www.rottentomatoes.com/m/flirt/";"This episodic, internationally-produced drama offers three variations on a singular theme: the romantic dilemma faced by a flirtatious lover when his primary partner begins asking for a real commitment. In all three stories, a man is forced to either commit to a relationship, or lose it altogether."
"american_werewolf_in_london";"An American Werewolf in London";"1980 1981 1982";"Aug 21, 1981 Wide";"John Landis";"John Landis";"David Naughton,Griffin Dunne,Jenny Agutter,John Woodvine,Brian Glover,David Schofield,Lila Kaye,Paul Kernber,Paul Kember,Don McKillop,Frank Oz,Anne Marie Davies,Paula Jacobs,Gordon Sterne,Mark Fisher,Michele Brisigotti,Joe Belcher,Rik Mayall,Sean Baker,Paddy Ryan,Colin Fernandes,Albert Moses,Claudine Bowyer,Johanna Crayden,Nina Carter,Geoffrey Burridges,Brenda Cavendish,Christopher Scoular,Mary Tempest,Cynthia Powell,Sydney Bromley,Frank Singuineau,Will Leighton,Michael Carter,Elizabeth Bradley,Rufus Deakin,Lesley Ward,George Hilsdon,Gerry Lewis,Dennis J. Fraser,Alan Ford,Peter B. Ellis,Denise Stephens,Christine Hargreaves,Linzi Drew,Lucinenne Morgan,Gypsy Dave Cooper,Susan Spencer,Bob Babenia,Ken Sicklen,John Salthouse,John Altman,Keith Hodiak,John Owens,Roger Rowland";"1 hr. 37 min.";"7.8/10,7/10";"R (adult situations/language, nudity, violence)";"Horror,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/american_werewolf_in_london/";"While wandering the English moors on vacation, college yanks David (David Naughton) and Jack (Griffin Dunne) happen upon a quaint pub with a mysterious patronage who warn them not to leave the road when walking after dark. Irreverent of such advice as characters in horror films always are, the two decide to find a short cut....David wakes up in the hospital with a nasty bite wound to his shoulder$% the freshly deceased, and rapidly decomposing, Jack arrives soon after to deliver the grim news,that, unless he commits suicide, David will become a werewolf when the moon is full. David dismisses the encounter as a hallucination, but all indicators point to lycanthrope$% evenings of barking and bloodletting follow closely behind. While the story is thin and much of the tongue-in-cheek humor is overdone, there are plenty of genuine jolts thanks to makeup guru Rick Baker's eye-popping special effects. The werewolf, resembling a cross between a bear and a wolverine, appears frighteningly real, and, given the fantastic premise, the gore is most convincing (although surprisingly and refreshingly scant). The hospital dream sequences are creative, and the scenes in which the werewolf runs rampant through downtown London are particularly good. In all, An American Werewolf in London is an original, atmospheric film that manages both to scare and amuse. While dismissed by most American critics upon its release, the film managed to secure a place in the annals of American cinema when Baker won an Academy Award for his amazing effects and creature designs. ~ Jeremy Beday, Rovi"
"the_peanuts_movie";"The Peanuts Movie";"2014 2015 2016";"Nov 6, 2015 Wide";"Steve Martino";"Brian Schulz,Cornelius Uliano,Craig Schulz";;;;"G";"Animation,Kids & Family";"http://www.rottentomatoes.com/m/the_peanuts_movie/";"Charlie Brown, Snoopy, Lucy, Linus and the rest of the beloved 'Peanuts' gang make their big-screen debut, like they've never been seen before, in state of the art 3D animation. Charlie Brown, the world's most beloved underdog, embarks upon an epic and heroic quest, while his best pal, the lovable beagle Snoopy, takes to the skies to pursue his arch-nemesis, the Red Baron. From the imagination of Charles M. Schulz and the creators of the ICE AGE films, THE PEANUTS MOVIE will prove that every,underdog has his day. (C) Fox"
"nebraska";"Nebraska";"2012 2013 2014";"Nov 15, 2013 Limited";"Alexander Payne";"Bobby Nelson,Bob Nelson";"Bruce Dern,Will Forte,June Squibb,Bob Odenkirk,Stacy Keach,Devin Ratray,Missy Doty,Rance Howard,Kevin Kunkel,Angela McEwan,Anthony Schmidt,Melinda Simonsen,Ronald Vosta,Mary Louise Wilson";"1 hr. 55 min.";"8/10,8.5/10";"R (for some language)";"Drama";"http://www.rottentomatoes.com/m/nebraska/";"Director Alexander Payne (Sideways, The Descendants) takes the helm for this black and white road trip drama starring Bruce Dern as a tempestuous Missouri father who's convinced he's won a million dollar magazine sweepstakes, and Will Forte as the son who grudgingly agrees to drive him to Nebraska to claim his winnings. Bob Odenkirk and Stacy Keach costar. ~ Jason Buchanan, Rovi"
"1081203-borrowers";"The Borrowers";"1997 1998 1999";"Feb 13, 1998 Wide";"Peter Hewitt (I),Peter Hewitt";"John Kamps,Gavin Scott,John Camps";"John Goodman,Jim Broadbent,Mark Williams,Hugh Laurie,Bradley Pierce,Flora Newbigin,Tom Felton,Raymond Pickard,Celia Imrie,Aden Gillett,Doon Mackichan,Ruby Wax,Andrew Dunford,Bob Goody,Patrick Monkton,George Yiassoumi,George Yiasoumi,Dick Ward,Alex Winter,Michael Hewitt,Simon Hewitt,David Freeman";"1 hr. 26 min.";"6.8/10,7.7/10";"PG (For mild peril and some crude humor)";"Science Fiction & Fantasy,Kids & Family";"http://www.rottentomatoes.com/m/1081203-borrowers/";"Mary Norton's children's books about a family of four-inch-tall people who share accommodations with giant 'beans' (as in 'human bein's') are brought to the screen in beautifully scaled detail, but neither the story nor the characters come alive."
"kung_fu_panda_2_an_imax_experience";"Kung Fu Panda 2: An IMAX Experience";"2010 2011 2012";"May 26, 2011 Wide";"Jennifer Yuh Nelson";"Glenn Berger,Jonathan Aibel";;;;"PG (for sequences of martial arts action and mild violence)";"Action & Adventure,Animation,Kids & Family";"http://www.rottentomatoes.com/m/kung_fu_panda_2_an_imax_experience/";""
"313_three_thirteen";"3:13 Three Thirteen";"2014 2015 2016";"Nov 16, 2015 Wide";"David Jaure";"David Jaure";;;;"Unrated";"Drama";"http://www.rottentomatoes.com/m/313_three_thirteen/";""
"singles2003";"Singles";"2002 2003 2004";"Jul 11, 2003 Wide";"Chil-in Kwon";;;;;"Unrated";"Drama,Art House & International,Comedy";"http://www.rottentomatoes.com/m/singles2003/";"Na-nan (Jang Jin-yeong of The Foul King) is nervously approaching 30, unhappy and uncertain about her future. Her boyfriend, realizing that they are just going through the motions, breaks up with her. Her patronizing boss takes credit for her excellent work and has her transferred to the corporation's restaurant division, where one of her responsibilities is to enthusiastically greet patrons at the local Chili's. Her friends, promiscuous playgirl Dong-mi (Eom Jeong-hwa of Marriage Is a Crazy,Thing) and the shy, bookish Joon (Lee Beom-su) share an apartment, but there's no romance between them. Joon is seeing a younger woman who strings him along, and he resents Dong-mi's endless procession of lunkheaded boyfriends. Dong-mi has her own problems at work and is eventually driven to take drastic action against her lecherous boss. Na-nan, unhappy at her job, takes notice when Su-heon (Kim Ju-hyuk) begins frequenting the restaurant, always with a special request for her attention. But he doesn't make a move. One night, Na-nan's oafish boss stops by Chili's to 'boost sales' and casually insults her, prompting Su-heon to defend her, making his feelings known. Their relationship develops slowly. Na-nan begins to fall for him, only to learn that he's being transferred to the United States and wants her to come with him. Meanwhile, Joon gets dumped and falls into the arms of Dong-mi. They spend a drunken night together that threatens to destroy their friendship. Singles, based on a novel, was directed by Kwon Chil-in, and was shown at the 2004 New York Korean Film Festival. ~ Josh Ralske, Rovi"
"1112954-rookie";"The Rookie";"2001 2002 2003";"Mar 29, 2002 Wide";"John Lee Hancock";"Mike Rich";"Dennis Quaid,Rachel Griffiths,Jay Hernandez,Brian Cox,Beth Grant,Angus T. Jones,Rick Gonzalez,Chad Lindberg,Angelo Spizzirri,Royce D. Applegate,Russell Richardson,Raynor Scheine,David Blackwell,Blue Deckert,Dan Kamin,Daniel Kamin,Trevor Morgan,Robert Logan,Matt Williams,Miguel Salas,Eddie Alvarado,Brandon Garner,Ernest Vidaure,Canuto Rey Guerrero,Rebecca Spicher,Raymond Rivera,Marco Sanchez,Cynthia Dorn,Cory Shane Harris,Seth Spiker,Beau Holden,Brandon Smith (I),Chris Sheffield,Cameron Banfield,Barbie Burke,Carlos A. Gonzalez,Kyle-Scott Jackson,Bert Beatson,Tony Moore,Brian Shoop,Mark Ciardi,Matt Targac,Colman 'Tiger' King,Willie Dirden,Chuck Morgan,Eric Nadel,Richard Dillard,James Fletcher,John Wayne Shafer,Charles Sanders,Randall Wallace,Jaime Alvarado,Quincy Wickson,Keith Mears,Tim Jackson,John Williams,Jim Morris,Gavin Forbis,J.D. Evermore,Robert Ellis,Julio Cedillo,Fred Osuna,Mark Baletka,John Williams (II),Daniel Tucker Kamin";;"7.2/10,6.9/10";"G";"Drama";"http://www.rottentomatoes.com/m/1112954-rookie/";"Jim Morris never made it out of the minor leagues before a shoulder injury ended his pitching career twelve years ago. Now a married-with-children high-school chemistry teacher and baseball coach in Texas, Jim's team makes a deal with him: if they win the district championship, Jim will try out with a major-league organization. The bet proves incentive enough for the team, and they go from worst to first, making it to state for the first time in the history of the school. Jim, forced to live up,to his end of the deal, is nearly laughed off the try-out field--until he gets onto the mound, where he confounds the scouts (and himself) by clocking successive 98 mph fastballs, good enough for a minor-league contract with the Tampa Bay Devil Rays. Jim's still got a lot of pitches to throw before he makes it to The Show, but with his big-league dreams revived, there's no telling where he could go."
"brave_one";"The Brave One";"2006 2007 2008";"Sep 14, 2007 Wide";"Neil Jordan";"Cynthia Mort,Roderick Taylor,Bruce A. Taylor,Neil Jordan";"Jodie Foster,Terence DaShon Howar...,Terrence Howard,Nicky Katt,Naveen Andrews,Mary Steenburgen,Jane Adams (II),Gordon MacDonald,Ene Oloja,Blake Foster,Luis Da Silva Jr.,Blaze Foster,Rafael Sardina,Zoë Kravitz,Jermel Howard,Nguyen Anh Hoa,Hope Adams,Joseph Melendez,Ted Neustadt,Brett Berg,Dr. Jeffery Manko,Mick Cunningham,Lisa Joyce,Tom Greer,David Naizir,Robert Michael McClu...,Tashya Valdevit,Lai-Si Fernandez,Moises Acevedo,Jack Caruso,Jim Taylor McNickle,Rosanne C. Lucarelli,Leif Riddell,DeShaun Stallworth,Michael J. Burg,Creighton James,Clayton Dean Smith,Barbara Gayle,Anna Margaret Hollym...,Lily Mercer,Musto Pelinkovicci,Dean Meminger,Cheryl Wills,Dennis White,Dennis Johnson,Terrance Howard";;"5.5/10,5.6/10";"R (for strong violence, language and some sexuality)";"Drama,Action & Adventure,Mystery & Suspense";"http://www.rottentomatoes.com/m/brave_one/";"New York radio host Erica Bain has a life that she loves and a fiance she adores. All of it is taken from her when a brutal attack leaves Erica badly wounded and her fiance dead. Unable to move past the tragedy, Erica begins prowling the city streets at night to track down the men she holds responsible. Her dark pursuit of justice catches the public's attention, and the city is riveted by her anonymous exploits. But, with the NYPD desperate to find the culprit and a dogged police detective hot,on her trail, she must decide whether her quest for revenge is truly the right path, or whether she is becoming the very thing she is trying to stop."
"love_happens";"Love Happens";"2008 2009 2010";"Sep 18, 2009 Wide";"Brandon Camp";"Brandon Camp,Mike Thompson,Mike Thompson";"Jennifer Aniston,Aaron Eckhart,Dan Fogler,Judy Greer,Joe Anderson,John Carroll Lynch,Martin Sheen,Frances Conroy,Sasha Alexander,Clyde Kusatsu,Anne Marie De Luise,Anne Marie Deluise,Panou,Tyler McClendon,Michael Kopsa,Michelle Harrison,Darla Vandenbossche,Tom Pickett,Patricia Harras,Aurelio di Nunzio,Aurelio DiNunzio,Danielle Dunn-Morris,Maxine Miller,Tim Henry,Ellie Harvie,Randall Newsome,Carol Hodge,Craig Anderson,Brandon Jay McLaren,Rekha Sharma,Alessandro Juliani,Ellen Ewusie,Angie Scandale,Deirdre Blades,Deejay Jackson,Monica Marko,Shaine Jones,Angus Adair,Zaccheus Jackson,Kevan Cameron,Michael Bean,Michael P. Northey,Rylee Stiles,Domonique Danielle,William 'Bigsleeps' ...,Alexa Devine,Larry Romero,Madeline Elder,Elfina Luk,Glynis Davies,Zach Rogue,Dominic Julian East,William Cameron Jasp...,Graham Edgar Lebron,Patrick Benton Spurg...,Gina Holden";;"3.8/10,3.6/10";"PG-13 (for some language including sexual references)";"Drama,Romance";"http://www.rottentomatoes.com/m/love_happens/";"The directorial debut of Brandon Camp concerns a widower (Aaron Eckhart) who makes a living as an expert on grieving. During the course of teaching a seminar, he meets and begins to fall for a floral designer (Jennifer Aniston), a discovery that leads him to face up to the fact he has not fully reconciled the loss of his wife. ~ Perry Seibert, Rovi"
"the_unspeakable_act_2012";"The Unspeakable Act";"2012 2013 2014";"Mar 1, 2013 Limited";"Dan Sallitt";"Dan Sallitt";;"1 hr. 31 min.";"6.7/10";"Unrated";"Drama";"http://www.rottentomatoes.com/m/the_unspeakable_act_2012/";"Dan Sallitt's remarkable, boldly conceived fourth feature is a vivid character study of Jackie, a charismatic, fiercely intelligent, soulful young woman struggling to navigate the choppy waters of adolescence, and nurturing an intense emotional attachment to her older brother that crosses over unmistakably into incestuousness. A critic and blogger as well as a filmmaker, Sallitt has established a unique and confident voice, both in his writing and in his long-gestating but always impressive,feature films (all of which will be screening at Anthology on this calendar). A great admirer of (and profoundly astute commentator on) the work of such masters of behavioral cinema as Eric Rohmer, Maurice Pialat, and Mikio Naruse, Sallitt is perhaps contemporary American cinema's foremost keeper of their flame, and THE UNSPEAKABLE ACT a deeply moving example of his craft. (c) Anthology"
"skateboard_kid_2";"The Skateboard Kid II";"1994 1995 1996";"Jan 1, 1995 Wide";"Andrew Stevens";"Karen Kelly";;"1 hr. 35 min.";;"PG";"Kids & Family,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/skateboard_kid_2/";"Twelve-year-old Sammy is the new kid in town. He desperately wants to fit in with the others, but no one seems terribly interested in befriending him until he devises a magical skateboard. Adventure, and many exciting stunts follow on the day of the big local tourney."
"the_33";"The 33";"2014 2015 2016";"Nov 13, 2015 Limited";"Patricia Riggen";"Jose Rivera,Mikko Alanne,Craig Borten,Michael Thomas";;;"5.8/10";"PG-13 (for a disaster sequence and some language)";"Drama";"http://www.rottentomatoes.com/m/the_33/";"Antonio Banderas, Jennifer Lopez, Rodrigo Santoro, and Martin Sheen star in this ensemble drama detailing the daring real-life rescue of 33 Chilean miners who were trapped in the San Jose Mine for 69 days in 2010. Patricia Riggen directs from a script by Jose Rivera and Mikko Alanne. ~ Jason Buchanan, Rovi"
"1001079-annie_oakley";"Annie Oakley";"1934 1935 1936";"Nov 15, 1935 Wide";"George Stevens,George Stevens Jr.";"Derek N. Twist,John Twist,Joel Sayre";"Barbara Stanwyck,Preston S. Foster,Melvyn Douglas,Moroni Olsen,Pert Kelton,Andy Clyde,Chief Thunderbird,Margaret Armstrong,Delmar Watson,Philo McCullough,Eddie Dunn,Ernie S. Adams,Harry Bowen,Adeline Craig,Theodore Lorch,Sammy McKim";"1 hr. 30 min.";"";"Unrated";"Documentary,Western,Drama,Classics";"http://www.rottentomatoes.com/m/1001079-annie_oakley/";"This '30s classic stars Barbara Stanwyck as the pistol-packin' fireplug of a female, and in particular focuses upon her years with Buffalo Bill Cody's Wild West Show. As the story goes, Ms. Oakley falls for a fellow performer, sharpshooter Toby Walker (Preston Foster). She's aided in her romantic foray by none other than Chief Sitting Bull, played by real-life Native American Chief Thundercloud."
"bratz_passion_4_fashion_diamondz_2006";"Bratz: Passion 4 Fashion Diamondz";"2005 2006 2007";"Sep 26, 2006 Wide";"Nico Rijgersberg,Mucci Fassett";"Janna King Kalichman";;"1 hr. 10 min.";"";"Unrated";"Animation,Kids & Family";"http://www.rottentomatoes.com/m/bratz_passion_4_fashion_diamondz_2006/";"The dolls that every little girl wants to own now star in the one cartoon that no little girl will want to miss as aspiring fashion icons Chloe, Sasha, Jade, and Yasmin set out to find their fortune in the world of fashion. With the cameras of their new reality television series capturing every high-profile move, this stylish quartet makes their way through a town that appears to be haunted and encounters a designer who's willing to do anything it takes to win a fiercely competitive fashion,contest."
"1017641-risky_business";"Risky Business";"1982 1983 1984";"Aug 5, 1983 Wide";"Paul Brickman";"Paul Brickman";"Tom Cruise,Rebecca De Mornay,Joe Pantoliano,Richard Masur,Bronson Pinchot,Curtis Armstrong,Nicholas Pryor,Janet Carroll,Shera Danese,Raphael Sbarge,Bruce A. Young,Kevin Anderson,Sarah Partridge,Nancy Klopper,Nathan Davis,Scott Harlan,Sheila Keenan,Lucy Harrington,Jerry Tullos,Jerome Landfield,Ron Dean,Bruno Aclin,Jonathan Chapin,Robert Kurcz,Fern Persons,Jimmy Baron,Harry Teinowitz,Cynthia Baker,Megan Mullally,Wayne Kneeland,Lora Staley,Jade Gold,Karen Grossman,Brett Baer,Vinny Argiro,Mike Genovese";"1 hr. 39 min.";"7.4/10,8.1/10";"R (adult situations/language, nudity)";"Comedy";"http://www.rottentomatoes.com/m/1017641-risky_business/";"Risky Business is the film in which 19-year-old Tom Cruise dances around his living room in his underwear. He does this to celebrate the fact that his parents have left him alone while they go on vacation. Somewhere along the line, hooker Rebecca De Mornay, fleeing her vicious pimp, hides out in the Cruise manse. Things go from bad to worse to as Cruise inadvertently drives his father's Porsche into Lake Michigan and nearly scuttles his college recruitment interview. ~ Hal Erickson, Rovi"
"sphere";"Sphere";"1997 1998 1999";"Feb 13, 1998 Wide";"Barry Levinson";"Kurt Wimmer,Stephen Hauser,Paul Attanasio";"Dustin Hoffman,Sharon Stone,Samuel L. Jackson,Peter Coyote,Liev Schreiber,Queen Latifah,Marga Gomez,Huey Lewis,Michael Keys Hall,Bernard Hocke,James Pickens Jr.,Michael Keyes Hall,Ralph Tabakin";"2 hr. 32 min.";"4/10,3.5/10";"PG-13 (violence, language)";"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/sphere/";"Barry Levinson directed this $100+ million adaptation of Michael Crichton's science fiction novel about the investigation of a half-mile-long spacecraft sitting on the South Pacific ocean floor. Government functionary Barnes (Peter Coyote) assembles a crack scientific team -- psychologist Dr. Norman Goodman (Dustin Hoffman), who wrote a presidential report on alien contact$% biochemist Beth Halperin (Sharon Stone), once involved romantically with Goodman$% mathematician Harry Adams (Samuel L.,Jackson)$% and astrophysicist Ted Fielding (Liev Schreiber). After descending a thousand feet, they set up housekeeping at their underwater Habitat base, suit up, and enter the craft, finding evidence that it's a U.S. ship from the future. However, the craft's cargo of a shimmering, golden sphere is definitely alien. After Harry contrives to enter the sphere, Norman notes his odd behavior. When the Habitat computer system receives an email message from the sphere ('I am happy'), it's not long before the messages from this entity take a threatening turn ('I will kill you all'), triggering fears to surface along with violent attacks to the Habitat. The film is divided into chapters, such as 'The Ride Down,' 'The First Exchange,' and 'The Monster.' Shot on soundstages at the abandoned Mare Island Naval Shipyard (Vallejo, California), the effects combine animation, miniatures, prosthetics, animatronics, and digital images. Ed Asner reads the Sphere audiobook."
"the_wrestler";"The Wrestler";"2007 2008 2009";"Sep 5, 2008 Wide";"Darren Aronofsky";"Robert J. Siegel,Robert D. Siegel,Darren Aronofsky,Robert Siegel";"Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Ernest Miller,Todd Barry,Mark Margolis,Ernest 'The Cat' Mil...,Donnetta Lavinia Gra...,Judah Friedlander,Wass W. Stevens,Tommy Farra,Armin Amiri,Mike Miller,Dylan Summers,Giovanni Forti Rosse...,Marcia Jean Kurtz,John D'Leo,Ajay Naidu,Gregg Bello,Johnny Valiant,Ron Killings";;"8.4/10,8.2/10";"R (for violence)";"Drama";"http://www.rottentomatoes.com/m/the_wrestler/";"Back in the late '80s, Randy 'The Ram' Robinson was a headlining professional wrestler. Now, 20 years later, he ekes out a living performing for handfuls of diehard wrestling fans in high school gyms and community centers around New Jersey. Estranged from his daughter and unable to sustain any real relationships, Randy lives for the thrill of the show and the adoration of his fans. However, a heart attack forces him into retirement. As his sense of identity starts to slip away, he begins to,evaluate the state of his life--trying to reconnect with his daughter, and striking up a blossoming romance with an exotic dancer who is ready to start a new life. Yet, all this cannot compare to the allure of the ring and passion for his art, which threatens to pull Randy 'The Ram' back into his world of wrestling."
"benhur";"Ben-Hur";"1958 1959 1960";"Nov 18, 1959 Wide";"William Wyler";"Lew Wallace,Karl Tunberg";"Charlton Heston,Jack Hawkins,Stephen Boyd,Haya Harareet,Martha Scott,Sam Jaffe,Cathy O'Donnell,Finlay Currie,Frank Thring,George Relph,Marina Berti,Hugh Griffith,Terence Longdon,André Morell,Adi Berber,Claude Heater,José Greci,Richard Hale,Dino Fazio,Stella Vitelleschi,Laurence Payne,John Horsley,Richard Coleman,Duncan Lamont,Ralph Truman,Reginald Lal Singh,David Davies,Dervis Ward,Mino Doro,Robert Brown,John Glenn,Maxwell Shaw,Emilio Carrer,Tutte Lemkow,Howard Lang,John Le Mesurier,Stevenson Lang,Aldo Mozele,Thomas James O'Leary,Noel Sheldon,Hector Ross,Bill Kuehl,Aldo Silvani,Diego Pozzetto,Michael Cosmo,Aldo Pial,Remington Olmstead,Victor De La Fosse,Enzo Fiermonte,Hugh Billingsley,Tiberio Mitri,Pietro Tordi,Jerry Brown,Otello Capanna,Luigi Marra,Cliff Lyons,Edward J. Auregul,Joe Yrigoyen,Alfredo Danesi,Raimondo Van Riel,Michael Dugan,Joe Canutt,John Glen,Karl Tunberg,Ferdinand 'Ferdy' Ma...,John Zaccaro,Al Silvani";"3 hr. 42 min.";"7.9/10,5.8/10";"G";"Drama,Action & Adventure,Kids & Family,Romance,Classics";"http://www.rottentomatoes.com/m/benhur/";"Record-breaking winner of 11 Oscars, including Best Picture, Director, Actor, Supporting Actor, and Score, this epic masterpiece stars Charlton Heston ('The Ten Commandments,' 'Touch of Evil') in the title role of a rebellious Israelite Jew who takes on the Roman Empire during the time of Christ. Featuring one of the most famous action sequences of all time -- the breathtaking chariot race. Directed by Oscar-winner William Wyler ('Mrs. Miniver,' 'The Best Years of Our Lives'). Recently selected,as one of the top 100 American films of all time by the prestigious American Film Institute."
