"Id";"Name";"Year";"Release Date";"Director";"Creator";"Actors";"Cast";"Language";"Country";"Duration";"RatingValue";"RatingCount";"ReviewCount";"Genre";"Filming Locations";"Description"
"tt0116823";"Larger Than Life";"1996";"1 November 1996 (USA)";"Howard Franklin";"Roy Blount Jr.,Pen Densham";"Bill Murray,Matthew McConaughey,Jerry Adler";"Jerry Adler,Bill Murray,Richard Alan Baker,Richie Allan,Kimberly Thornton,Anita Gillette,Maureen Mueller,Jeremy Piven,Alex Neiwerth,Alfa-Betty Olsen,Carrie Houk,Harve Presnell,Tai,Earl Billings,Jeannine Hutchings";"English";"USA";"93 min";"5.5";"5,097";"30 user,27 critic";"Comedy,Family";"Denver, Colorado, USA";"A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant."
"tt2752604";"JacobJosefAimee";"2014";;"Jacob Brown";"Jacob Brown,Jacob Brown";"Thomas Dekker,Daveigh Chase,Edvin Endre";"Thomas Dekker,Daveigh Chase,Edvin Endre,Niclas Gillis,Dylan Fosket,Steven Rojas,David Navarrete,Alexey Galetskiy";"English,Swedish";"USA,Sweden";"80 min";"8.4";"5";;"Drama";"New York City, New York, USA";"Two best friends caught in a twenty-first century love triangle spanning space, time and sexuality. Three fraught relationships in an age of text message and Skype."
"tt0822832";"Marley & Me";"2008";"25 December 2008 (USA)";"David Frankel";"Scott Frank,Don Roos";"Owen Wilson,Jennifer Aniston,Eric Dane";"Owen Wilson,Jennifer Aniston,Eric Dane,Kathleen Turner,Alan Arkin,Nathan Gamble,Haley Bennett,Ann Dowd,Clarke Peters,Finley Jacobsen,Lucy Merriam,Bryce Robinson,Ben Hyland,Sarah O'Kelly,Keith Hudson";"English";"USA";"115 min";"7.1";"108,921";"318 user,180 critic";"Comedy,Drama,Family";"Fort Lauderdale, Florida, USA";"A family learns important life lessons from their adorable, but naughty and neurotic dog."
"tt0113624";"Leapin' Leprechauns!";"1995";"26 July 1995 (USA)";"Ted Nicolaou";"Charles Band,Michael McGann";"Andrew Smith,John Bluthal,Ray Bright";"Andrew Smith,John Bluthal,Ray Bright,Jeremy Levine,Mike Higgins,James Ellis,Sylvester McCoy,Godfrey James,Ion Haiduc,Tina Martin,Grant Cramer,Sharon Lee Jones,Gregory Smith,Erica Hess,Mihai Niculescu";"English";"USA";"84 min";"4.1";"190";"6 user,6 critic";"Family,Fantasy,Horror";"Bucharest, Romania";"A man tries to build a theme park on top of land that's secretly the home to friendly Leprechauns."
"tt0462538";"The Simpsons Movie";"2007";"27 July 2007 (USA)";"David Silverman";"James L. Brooks,Matt Groening";"Dan Castellaneta,Julie Kavner,Nancy Cartwright";"Dan Castellaneta,Julie Kavner,Nancy Cartwright,Yeardley Smith,Hank Azaria,Harry Shearer,Pamela Hayden,Tress MacNeille,Albert Brooks,Karl Wiedergott,Marcia Wallace,Russi Taylor,Maggie Roswell,Philip Rosenthal,Billie Joe Armstrong";"English";"USA";"87 min";"7.4";"242,686";"758 user,297 critic";"Animation,Adventure,Comedy";;"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpson family are declared fugitives."
"tt0029650";"That Certain Woman";"1937";"18 September 1937 (USA)";"Edmund Goulding";"Edmund Goulding";"Bette Davis,Henry Fonda,Anita Louise";"Bette Davis,Henry Fonda,Anita Louise,Ian Hunter,Donald Crisp,Hugh O'Connell,Katharine Alexander,Mary Philips,Minor Watson,Sidney Toler,Charles Trowbridge,Norman Willis,Herbert Rawlinson,Tim Henning,Dwane Day";"English";"USA";"93 min";"6.9";"876";"18 user,7 critic";"Drama,Romance";"Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA";"Mary Donnell, a young legal secretary with a past, elopes with a client's son, but his father has the marriage annulled without knowing she's pregnant."
"tt0826559";"The Indian";"2007";"2007 (USA)";"James R. Gorrie";"James R. Gorrie";"Matt Dallas,Sal Landi,Jane Higginson";"Matt Dallas,Sal Landi,Jane Higginson,Alison Haislip,Angela Lanza,Richard Portnow,Robert Miano,Jim Fitzpatrick,Corbin Timbrook,Barbara Scolaro,Joe Komarinski,Rick Dano,Lisa London,James R. Gorrie,Barry Sattels";"English";"USA";"91 min";"7.9";"1,701";"25 user,2 critic";"Drama,Family,Romance";"Granada Hills, Los Angeles, California, USA";"Confusion creates complications in any relationship."
"tt0100639";"Slumber Party Massacre III";"1990";"7 September 1990 (USA)";"Sally Mattison";"Catherine Cyran";"Keely Christian,Brittain Frye,Michael Harris";"Keely Christian,Brittain Frye,Michael Harris,David Greenlee,Brandi Burkett,Hope Marie Carlton,Maria Claire,Maria Ford,Garon Grigsby,Devon Jenkin,David Kriegel,David Lawrence,Lulu Wilson,Yan Birch,Marta Kober";"English";"USA";"87 min";"4.2";"1,469";"50 user,46 critic";"Comedy,Horror";"Los Angeles, California, USA";"Jackie Cassidy and her friends decide to have a slumber party, but a serial killer is on the loose, will Jackie and her friends survive the final chapter?"
"tt0455407";"The Crazies";"2010";"26 February 2010 (USA)";"Breck Eisner";"Scott Kosar,Ray Wright";"Radha Mitchell,Timothy Olyphant,Danielle Panabaker";"Timothy Olyphant,Radha Mitchell,Joe Anderson,Danielle Panabaker,Christie Lynn Smith,Brett Rickaby,Preston Bailey,John Aylward,Joe Reegan,Glenn Morshower,Larry Cedar,Gregory Sporleder,Mike Hickman,Lisa K. Wyatt,Justin Welborn";"English";"USA,United Arab Emirates";"101 min";"6.5";"88,110";"251 user,303 critic";"Horror,Mystery,Thriller";"Cordele, Georgia, USA";"About the inhabitants of a small Iowa town suddenly plagued by insanity and then death after a mysterious toxin contaminates their water supply."
"tt0095294";"Hellbound: Hellraiser II";"1988";"23 December 1988 (USA)";"Tony Randel";"Clive Barker,Peter Atkins";"Doug Bradley,Ashley Laurence,Clare Higgins";"Clare Higgins,Ashley Laurence,Kenneth Cranham,Imogen Boorman,Sean Chapman,William Hope,Doug Bradley,Barbie Wilde,Simon Bamford,Nicholas Vince,Oliver Smith,Angus MacInnes,Deborah Joel,James Tillitt,Bradley Lavelle";"English";"UK,USA";"97 min";"6.5";"28,110";"154 user,111 critic";"Horror,Thriller";"Pinewood Studios, Iver Heath, Buckinghamshire, England, UK";"Kirsty is brought to an institution after the death of her family, where the occult-obsessive head resurrects Julia and unleashes the Cenobites once again."
"tt0201484";"Blowback";"2000";"10 March 2000 (USA)";"Mark L. Lester";"Jeffrey Goldenberg,Bob Held";"Mario Van Peebles,James Remar,Sharisse Baker-Bernard";"Mario Van Peebles,James Remar,Sharisse Baker-Bernard,Gladise Jiminez,David Groh,Stephen Caffrey,Stephen Poletti,Peter Allas,Leslie Zemeckis,Jaime Kailani Bayot,Simon Rhee,David Grant Wright,Tony Noakes,Leonard Kelly-Young,Erynn Dalton";"English";"Canada,USA";"91 min";"4.5";"566";"9 user,7 critic";"Thriller";"San Diego, California, USA";"Whitman is a psychotic religious killer who was caught by Inspector Morell a former seminarian, whose religious knowledge led to Whitman's capture. Whitman was tried and sentenced to death...."
"tt0056869";"The Birds";"1963";"29 March 1963 (USA)";"Alfred Hitchcock";"Daphne Du Maurier,Evan Hunter";"Rod Taylor,Tippi Hedren,Suzanne Pleshette";"Tippi Hedren,Suzanne Pleshette,Rod Taylor,Jessica Tandy,Veronica Cartwright,Ethel Griffies,Charles McGraw,Doreen Lang,Ruth McDevitt,Joe Mantell,Malcolm Atterbury,Karl Swenson,Elizabeth Wilson,Lonny Chapman,Doodles Weaver";"English";"USA";"119 min";"7.8";"118,830";"448 user,175 critic";"Horror";"17110 Bodega Lane, Bodega, California, USA";"A wealthy San Francisco socialite pursues a potential boyfriend to a small Northern California town that slowly takes a turn for the bizarre when birds of all kinds suddenly begin to attack people there in increasing numbers and with increasing viciousness."
"tt0318081";"A Sound of Thunder";"2005";"2 September 2005 (USA)";"Peter Hyams";"Ray Bradbury,Thomas Dean Donnelly";"Edward Burns,Ben Kingsley,Catherine McCormack";"Armin Rohde,Heike Makatsch,Jemima Rooper,David Oyelowo,Wilfried Hochholdinger,Edward Burns,August Zirner,Ben Kingsley,Catherine McCormack,Alvin Van Der Kuech,Andrew Blanchard,William Armstrong,Corey Johnson,Nikita Lespinasse,Scott Bellefeville";"English,Mandarin";"UK,USA,Germany,Czech Republic";"101 min";"4.2";"15,945";"299 user,110 critic";"Action,Adventure,Horror";"Barrandov Studios, Prague, Czech Republic";"When a scientist sent back to the prehistoric era strays off the path he causes a chain of events that alters history in disastrous ways."
"tt0838221";"The Darjeeling Limited";"2007";"26 October 2007 (USA)";"Wes Anderson";"Wes Anderson,Roman Coppola";"Owen Wilson,Adrien Brody,Jason Schwartzman";"Owen Wilson,Adrien Brody,Jason Schwartzman,Amara Karan,Wallace Wolodarsky,Waris Ahluwalia,Irrfan Khan,Barbet Schroeder,Camilla Rutherford,Bill Murray,Anjelica Huston,A.P. Singh,Kumar Pallana,Dalpat Singh,Trudy Matthys";"English,Hindi,German,Tibetan";"USA";"91 min";"7.2";"127,931";"276 user,273 critic";"Adventure,Comedy,Drama";"India";"A year after their father's funeral, three brothers travel across India by train in an attempt to bond with each other."
"tt1287468";"Cats & Dogs: The Revenge of Kitty Galore";"2010";"30 July 2010 (USA)";"Brad Peyton";"Ron J. Friedman,Steve Bencich";"Bette Midler,Chris O'Donnell,Jack McBrayer";"James Marsden,Nick Nolte,Christina Applegate,Katt Williams,Bette Midler,Neil Patrick Harris,Sean Hayes,Wallace Shawn,Roger Moore,Joe Pantoliano,Michael Clarke Duncan,Chris O'Donnell,Jack McBrayer,Fred Armisen,Kiernan Shipka";"English";"USA,Australia";"82 min";"4.3";"9,493";"62 user,90 critic";"Action,Comedy,Family";"Alcatraz Prison, Alcatraz Island, San Francisco Bay, California, USA";"The ongoing war between the canine and feline species is put on hold when they join forces to thwart a rogue cat spy with her own sinister plans for conquest."
"tt1206543";"Out of the Furnace";"2013";"6 December 2013 (USA)";"Scott Cooper";"Brad Ingelsby,Scott Cooper";"Christian Bale,Casey Affleck,Zoe Saldana";"Woody Harrelson,Dendrie Taylor,Carl Ciarfalio,Nancy Mosser,Christian Bale,Casey Affleck,Zoe Saldana,Sam Shepard,Bingo O'Malley,Tom Bower,Willem Dafoe,Bobby Wolfe,Charles David Richards,Forest Whitaker,John W. Kleer";"English";"USA,UK";"116 min";"6.8";"75,185";"219 user,277 critic";"Crime,Drama,Thriller";"Braddock, Pennsylvania, USA";"When Rodney Baze mysteriously disappears and law enforcement doesn't follow through fast enough, his older brother, Russell, takes matters into his own hands to find justice."
"tt0137494";"Entrapment";"1999";"30 April 1999 (USA)";"Jon Amiel";"Ronald Bass,Michael Hertzberg";"Sean Connery,Catherine Zeta-Jones,Ving Rhames";"Sean Connery,Catherine Zeta-Jones,Ving Rhames,Will Patton,Maury Chaykin,Kevin McNally,Terry O'Neill,Madhav Sharma,David Yip,Tim Potter,Eric Meyers,Aaron Swartz,William Marsh,Tony Xu,Rolf Saxon";"English";"USA,UK,Germany";"113 min";"6.2";"82,382";"273 user,135 critic";"Action,Crime,Romance";"Malaysia";"An insurance agent is sent by her employer to track down and help capture an art thief."
"tt1536421";"I Am Nancy";"2011";"29 April 2011 (USA)";"Arlene Marechal";;"Heather Langenkamp,Robert Englund,Wes Craven";"Heather Langenkamp,Robert Englund,Wes Craven,Jessica Craven,Abdullah Al-Daihani,Hollie Dziedzic,Tom Kircher,Shawn Lecrone,Adam A. Park,Matthew Ynes";"English";"USA";"71 min";"6.7";"225";"9 user,9 critic";"Documentary,Horror";"Los Angeles, California, USA";"In the autobiographical I AM NANCY, the focus is squarely on Heather Langenkamp and her unique experience playing Wes Craven's legendary teen heroine Nancy Thompson. With tongue planted ..."
"tt0021746";"Cimarron";"1931";"9 February 1931 (USA)";"Wesley Ruggles";"Edna Ferber,Howard Estabrook";"Richard Dix,Irene Dunne,Estelle Taylor";"Richard Dix,Irene Dunne,Estelle Taylor,Nance O'Neil,William Collier Jr.,Roscoe Ates,George E. Stone,Stanley Fields,Robert McWade,Edna May Oliver,Judith Barrett,Eugene Jackson,Billy Mellman";"English,French";"USA";"123 min";"6.0";"3,365";"60 user,33 critic";"Drama,Western";"Venice, Los Angeles, California, USA";"A newspaper editor settles in an Oklahoma boom town with his reluctant wife at the end of the nineteenth century."
"tt0054428";"The Unforgiven";"1960";"6 April 1960 (USA)";"John Huston";"Ben Maddow,Alan Le May";"Burt Lancaster,Audrey Hepburn,Audie Murphy";"Burt Lancaster,Audrey Hepburn,Audie Murphy,John Saxon,Charles Bickford,Lillian Gish,Albert Salmi,Joseph Wiseman,June Walker,Kipp Hamilton,Arnold Merritt,Doug McClure,Carlos Rivas";"English";"USA";"125 min";"6.8";"5,011";"75 user,32 critic";"Drama,Romance,Western";"Durango, Mexico";"The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiawa tribe."
"tt0985695";"The Smell of Success";"2009";"20 January 2009 (USA)";"Michael Polish";"Mark Polish,Michael Polish";"Billy Bob Thornton,Téa Leoni,Mark Polish";"Billy Bob Thornton,Téa Leoni,Mark Polish,Ed Helms,Kyle MacLachlan,Pruitt Taylor Vince,Frances Conroy,Jon Gries,Richard Edson,D.W. Moffett,Scott Michael Campbell,Patrick Bauchau,Aria Alpert Adjani,David A. Cooper,Erin O'Shaughnessy";"English";"USA";"96 min";"5.2";"836";"11 user,3 critic";"Comedy";"Melody Ranch - 24715 Oak Creek Avenue, Newhall, California, USA";"A comedy about manure salesmen in 1960s heartland America."
"tt0120917";"The Emperor's New Groove";"2000";"15 December 2000 (USA)";"Mark Dindal";"Chris Williams,Mark Dindal";"David Spade,John Goodman,Eartha Kitt";"David Spade,John Goodman,Eartha Kitt,Patrick Warburton,Wendie Malick,Kellyann Kelso,Eli Russell Linnetz,Tom Jones,Stephen J. Anderson,Bob Bergen,Rodger Bumpass,Robert Clotworthy,Jennifer Darling,Patti Deutsch,John Fiedler";"English";"USA";"78 min";"7.3";"114,950";"291 user,140 critic";"Animation,Adventure,Comedy";;"Emperor Kuzco is turned into a llama by his ex-administrator Yzma, and must now regain his throne with the help of Pacha, the gentle llama herder."
"tt0089730";"Once Bitten";"1985";"15 November 1985 (USA)";"Howard Storm";"Dimitri Villard,David Hines";"Lauren Hutton,Jim Carrey,Karen Kopins";"Lauren Hutton,Jim Carrey,Karen Kopins,Cleavon Little,Thomas Ballatore,Skip Lackey,Jeb Stuart Adams,Joseph Brutsman,Stuart Charno,Robin Klein,Glen Mauro,Gary Mauro,Carey More,Peter Elbling,Richard Schaal";"English";"USA";"94 min";"5.4";"9,387";"43 user,36 critic";"Comedy,Horror";"Los Angeles, California, USA";"A vampire Countess needs to drink the blood of a virgin in order to keep her eternal beauty. It seems that all is hopeless, until she bumps into Mark Kendall."
"tt0095719";"The Nest";"1988";"13 May 1988 (USA)";"Terence H. Winkless";"Eli Cantor,Robert King";"Robert Lansing,Lisa Langlois,Franc Luz";"Robert Lansing,Lisa Langlois,Franc Luz,Terri Treas,Stephen Davies,Diana Bellamy,Jack Collins,Nancy Morgan,Jeff Winkless,Steve Tannen,Heidi Helmer,Karen A. Smythe";"English";"USA";"89 min";"5.2";"992";"29 user,34 critic";"Horror,Sci-Fi,Thriller";"Coldwater Canyon, Beverly Hills, California, USA";"Horrifying shocker as a biological experiment goes haywire when meat-eating mutant roaches invade an island community, terrorizing a peaceful New England fishing village and hideously ..."
"tt0307453";"Shark Tale";"2004";"1 October 2004 (USA)";"Bibo Bergeron,Vicky Jenson";"Michael J. Wilson,Rob Letterman";"Will Smith,Robert De Niro,Renée Zellweger";"Will Smith,Robert De Niro,Renée Zellweger,Jack Black,Angelina Jolie,Martin Scorsese,Ziggy Marley,Doug E. Doug,Michael Imperioli,Vincent Pastore,Peter Falk,Katie Couric,David Soren,David P. Smith,Bobb'e J. Thompson";"English";"USA";"90 min";"6.0";"122,767";"285 user,139 critic";"Animation,Adventure,Comedy";"Los Angeles, California, USA";"When a son of a gangster shark boss is accidently killed while on the hunt, his would-be prey and his vegetarian brother both decide to use the incident to their own advantage."
"tt0480249";"I Am Legend";"2007";"14 December 2007 (USA)";"Francis Lawrence";"Mark Protosevich,Akiva Goldsman";"Will Smith,Alice Braga,Charlie Tahan";"Will Smith,Alice Braga,Charlie Tahan,Salli Richardson-Whitfield,Willow Smith,Darrell Foster,April Grace,Dash Mihok,Joanna Numata,Abigail Esquibel,Kona,Samuel Glen,James McCauley,Marin Ireland,Pedro Mojica";"English";"USA";"101 min";"7.2";"482,730";"1,397 user,322 critic";"Drama,Sci-Fi,Thriller";"Brooklyn Bridge, New York City, New York, USA";"Years after a plague kills most of humanity and transforms the rest into monsters, the sole survivor in New York City struggles valiantly to find a cure."
"tt1619277";"Conception";"2011";"April 2011 (USA)";"Josh Stolberg";"Josh Stolberg";"Pamela Adlon,David Arquette,Aaron Ashmore";"Pamela Adlon,David Arquette,Aaron Ashmore,Moon Bloodgood,Julie Bowen,Connie Britton,Jennifer Finnigan,Tim Griffin,Steve Howey,Sarah Hyland,Jennifer Jostyn,Leila Leigh,Jason Mantzoukas,America Olivo,Leah Pipes";"English";"USA";"88 min";"5.4";"1,020";"11 user,11 critic";"Comedy,Romance";"Los Angeles, California, USA";"A comedy that follows nine very different couples on the night they conceive, showing that sex can sometimes be more neurotic than erotic."
"tt0055047";"King of Kings";"1961";"30 October 1961 (USA)";"Nicholas Ray";"Philip Yordan";"Jeffrey Hunter,Siobhan McKenna,Hurd Hatfield";"Jeffrey Hunter,Siobhan McKenna,Hurd Hatfield,Ron Randell,Viveca Lindfors,Rita Gam,Carmen Sevilla,Brigid Bazlen,Harry Guardino,Rip Torn,Frank Thring,Guy Rolfe,Royal Dano,Robert Ryan,Edric Connor";"English";"USA";"168 min";"7.1";"4,366";"102 user,41 critic";"Biography,Drama,History";"Chinchón, Madrid, Spain";"The life of Jesus Christ."
"tt2295722";"Falcon Rising";"2014";"27 November 2014 (Kuwait)";"Ernie Barbarash";"Y.T. Parazi";"Neal McDonough,Michael Jai White,Lateef Crowder";"Neal McDonough,Michael Jai White,Lateef Crowder,Laila Ali,Hazuki Kato,Jazmín Caratini,Masashi Odate,Millie Ruperto,Jimmy Navarro,Daniel Cardona,Johnny Yang,Arzoris Perez,Eddie Valdés,Michael J. Morris,Robert Colon";"English";"USA";"103 min";"5.7";"4,219";"26 user,28 critic";"Action,Adventure";"La Perla, San Juan, Puerto Rico";"Chapman is an ex-marine in Brazil's slums, battling the yakuza outfit who attacked his sister and left her for dead."
"tt0103786";"Beethoven";"1992";"3 April 1992 (USA)";"Brian Levant";"John Hughes,Amy Holden Jones";"Charles Grodin,Bonnie Hunt,Dean Jones";"Charles Grodin,Bonnie Hunt,Dean Jones,Nicholle Tom,Christopher Castile,Sarah Rose Karr,Oliver Platt,Stanley Tucci,David Duchovny,Patricia Heaton,Laurel Cronin,O-Lan Jones,Nancy Fish,Craig Pinkard,Robi Davidson";"English";"USA";"87 min";"5.5";"44,672";"57 user,12 critic";"Comedy,Drama,Family";"1405 Milan Avenue, South Pasadena, California, USA";"A slobbering St. Bernard becomes the center of attention for a loving family, but its veterinarian secretly wants to kill him."
"tt0878695";"Murder Party";"2007";"January 2007 (USA)";"Jeremy Saulnier";"Jeremy Saulnier";"Chris Sharp,Kate Porterfield,Tess Porterfield Lovell";"Chris Sharp,Kate Porterfield,Tess Porterfield Lovell,Puff Snooty,Damon Lindsay,Macon Blair,Stacy Rock,Skei Saulnier,Paul Goldblatt,William Lacey,Alex Barnett,Bill Tangradi,Sampson Saulnier,Beryl Guceri,Michael Clomegah";"English";"USA";"79 min";"5.9";"3,417";"38 user,43 critic";"Comedy,Drama,Horror";"Brooklyn, New York City, New York, USA";"A random invitation to a Halloween party leads a man into the hands of a rogue collective intent on murdering him for the sake of their art, sparking a bloodbath of mishap, mayhem and hilarity."
"tt0119174";"The Game";"1997";"12 September 1997 (USA)";"David Fincher";"John D. Brancato,Michael Ferris";"Michael Douglas,Deborah Kara Unger,Sean Penn";"Michael Douglas,Sean Penn,Deborah Kara Unger,James Rebhorn,Peter Donat,Carroll Baker,Anna Katarina,Armin Mueller-Stahl,Charles Martinet,Scott Hunter McGuire,Florentine Mocanu,Elizabeth Dennehy,Caroline Barclay,Daniel Schorr,John Aprea";"English,Cantonese,German";"USA";"129 min";"7.8";"239,553";"491 user,152 critic";"Drama,Mystery,Thriller";"1 Bush Street, San Francisco, California, USA";"Wealthy San Francisco financier Nicholas Van Orton gets a strange birthday present from wayward brother Conrad: a live-action game that consumes his life."
"tt3163244";"The Last Treasure Hunt";"2015";"15 April 2015 (USA)";"Patrick Biesemans";"Kate Murdoch,Kate Murdoch";"Art LaFleur,Kandis Erickson,Sean Mahon";"Art LaFleur,Kandis Erickson,Sean Mahon,Brad Benedict,Peter O'Connor,Jeff Grace,Charles Hoyes,Casey Nelson,Kate Murdoch,Harlow Frances Rocca,Joseph Murdoch,Jean Murdoch,Skyler Bates";"English";"USA";"99 min";"6.7";"20";"2 user,1 critic";"Adventure,Drama,Family";"Ridgefield, Connecticut, USA";"A heartfelt story of an estranged brother and sister who must put aside their differences in order to solve an elaborate treasure hunt, left for them in the will of their eccentric father."
"tt0097029";"Catch Me If You Can";"1989";"14 October 1989 (USA)";"Stephen Sommers";"Stephen Sommers";"Matt Lattanzi,Loryn Locklin,Grant Heslov";"Matt Lattanzi,Loryn Locklin,Grant Heslov,Billy Morrissette,Geoffrey Lewis,M. Emmet Walsh,Dan Bell,Jefferson Slinkard,Kevin Dewey,Chad Bell,Tara Trooien,Rhonda L. Rubertus,Robert Kempe,Kathryn Lamb,Peter Breitmayer";"English";"USA";"106 min";"6.0";"420";"9 user,1 critic";"Action,Comedy,Drama";"Minnesota, USA";"A hotshot car racer persuades the class president of a small Minnesota high school to gamble on illegal car races to raise money for their school facing closure."
"tt0079522";"Manhattan";"1979";"25 April 1979 (USA)";"Woody Allen";"Woody Allen,Marshall Brickman";"Woody Allen,Diane Keaton,Mariel Hemingway";"Woody Allen,Diane Keaton,Michael Murphy,Mariel Hemingway,Meryl Streep,Anne Byrne Hoffman,Karen Ludwig,Michael O'Donoghue,Victor Truro,Tisa Farrow,Helen Hanft,Bella Abzug,Gary Weis,Kenny Vance,Charles Levin";"English";"USA";"96 min";"8.0";"96,901";"232 user,123 critic";"Comedy,Drama,Romance";"Washington Mews, Manhattan, New York City, New York, USA";"The life of a divorced television writer dating a teenage girl is further complicated when he falls in love with his best friend's mistress."
"tt0140796";"Air Bud: Golden Receiver";"1998";"14 August 1998 (USA)";"Richard Martin";"Kevin DiCicco,Paul Tamasy";"Kevin Zegers,Cynthia Stevenson,Tim Conway";"Tim Conway,Dick Martin,Kevin Zegers,Cynthia Stevenson,Gregory Harrison,Nora Dunn,Perry Anzilotti,Robert Costanzo,Shayn Solberg,Suzanne Ristic,Alyson MacLaren,Tyler Thompson,Rhys Williams,Shahai Khademi,Jason Anderson";"English";"USA,Canada";"90 min";"4.4";"4,072";"20 user,28 critic";"Comedy,Family,Sport";"GM Place, Vancouver, British Columbia, Canada";"Story of a golden retriever who can play football."
"tt1702443";"Justin Bieber: Never Say Never";"2011";"11 February 2011 (USA)";"Jon M. Chu";;"Justin Bieber,Boys II Men,Miley Cyrus";"Justin Bieber,Boys II Men,Miley Cyrus,Sean Kingston,Ludacris,Jaden Smith,Usher Raymond,Diane Dale,Bruce Dale,Ryan Good,Allison Kaye,Carin Morris,Scrappy Stassen,Kenny Hamilton,Scooter Braun";"English";"USA";"105 min";"1.6";"73,675";"233 user,84 critic";"Documentary,Music";"Madison Square Garden, 7th Avenue, Chelsea, Manhattan, New York City, New York, USA";"Follows Justin Bieber with some footage of performances from his 2010 concert tour."
"tt0181907";"Youngblood";"1978";"24 May 1978 (USA)";"Noel Nosseck";"Paul Carter Harrison";"Lawrence Hilton-Jacobs,Bryan O'Dell,Renn Woods";"Lawrence Hilton-Jacobs,Bryan O'Dell,Renn Woods,Tony Allen,Vince Cannon,Art Evans,Jeff Hollis,David Pendleton,Ron Trice,Sheila Wills,Ralph Farquhar,Herb Rice,Lionel Mark Smith,Maurice Sneed,Ann Weldon";"English";"USA";"90 min";"5.4";"138";"4 user,4 critic";"Action,Drama";"Los Angeles, California, USA";"A gang war/drug story set in a Los Angeles ghetto about the coming of age of a 15-year-old black youth. In HD."
"tt3322940";"Annabelle";"2014";"3 October 2014 (USA)";"John R. Leonetti";"Gary Dauberman";"Ward Horton,Annabelle Wallis,Alfre Woodard";"Annabelle Wallis,Ward Horton,Tony Amendola,Alfre Woodard,Kerry O'Malley,Brian Howe,Eric Ladin,Ivar Brogger,Geoff Wehner,Gabriel Bateman,Shiloh Nelson,Sasha Sheldon,Camden Singer,Robin Pearson Rose,Keira Daniels";"English";"USA";"99 min";"5.4";"67,901";"272 user,261 critic";"Horror,Mystery";"Langham Apartments - 715 South Normandie Avenue, Los Angeles, California, USA";"A couple begins to experience terrifying supernatural occurrences involving a vintage doll shortly after their home is invaded by satanic cultists."
"tt0089523";"Lust in the Dust";"1985";"1 March 1985 (USA)";"Paul Bartel";"Philip John Taylor";"Tab Hunter,Divine,Lainie Kazan";"Tab Hunter,Divine,Lainie Kazan,Geoffrey Lewis,Henry Silva,Cesar Romero,Gina Gallego,Nedra Volz,Courtney Gains,Woody Strode,Pedro Gonzalez Gonzalez,Daniel Frishman,Ernie Shinagawa,Pit Ginsburg,Al Cantu";"English";"USA";"84 min";"6.3";"2,282";"18 user,24 critic";"Comedy,Western";"Bonanza Creek Ranch - 15 Bonanza Creek Lane, Santa Fe, New Mexico, USA";"A group of unscrupulous characters seek buried treasure in the old west."
"tt0087635";"The Lonely Guy";"1984";"27 January 1984 (USA)";"Arthur Hiller";"Bruce Jay Friedman,Neil Simon";"Steve Martin,Charles Grodin,Judith Ivey";"Steve Martin,Charles Grodin,Judith Ivey,Steve Lawrence,Robyn Douglass,Merv Griffin,Joyce Brothers,Candi Brough,Randi Brough,Julie Payne,Madison Arnold,Roger Robinson,Dan Hannafin,Joan Sweeny,Nicholas Mele";"English";"USA";"90 min";"6.2";"4,950";"37 user,23 critic";"Comedy";"New York City, New York, USA";"A writer for a greeting card company learns the true meaning of loneliness when he comes home to find his girlfriend in bed with another man."
"tt0120683";"Gloria";"1999";"22 January 1999 (USA)";"Sidney Lumet";"John Cassavetes,Steve Antin";"Sharon Stone,Jean-Luke Figueroa,Jeremy Northam";"Sharon Stone,Jean-Luke Figueroa,Jeremy Northam,Cathy Moriarty,George C. Scott,Mike Starr,Bonnie Bedelia,Barry McEvoy,Don Billett,Jerry Dean,Tony DiBenedetto,Teddy Atlas,Bobby Cannavale,Sarita Choudhury,Miriam Colon";"English";"USA";"108 min";"5.1";"4,294";"34 user,45 critic";"Crime,Drama,Thriller";"New York City, New York, USA";"Sharon Stone plays a street-wise, middle-aged moll standing up against the mobs, all of which is complicated by a 6 year old urchin with a will of his own who she reluctantly takes under ..."
"tt1083470";"The Rainbow Tribe";"2008";"1 February 2011 (USA)";"Christopher R. Watson";"Daniel Frisch";"David James Elliott,Grayson Russell,Ed Quinn";"David James Elliott,Grayson Russell,Ed Quinn,Julie Ann Emery,Rebecca Mader,Noah Munck,Max Burkholder,Gabriel Mann,Renée Taylor,Aidan Gould,Stephen Tobolowsky,Harrison Herron,Dalton O'Dell,Dennis Volochkov,Taylor Boggan";"English";"Czech Republic,USA";"90 min";"6.0";"429";"2 user";"Comedy,Family";"Big Bear City, San Bernardino National Forest, California, USA";"A rag-tag group of children at a sleep away camp help their counselor overcome a personal crisis."
