"mr_deeds";"Mr. Deeds";"2001 2002 2003";"Jun 28, 2002 Wide";"Steven Brill,Jared Harris";"Tim Herlihy,Peter Lyons Collister";"Adam Sandler,Winona Ryder,Peter Gallagher,John Turturro,Jared Harris,Steve Buscemi,Allen Covert,Conchata Ferrell,Roark Critchlow,Peter Dante,JB Smoove,Erick Avari,Blake Clark,Derek Hughes,John McEnroe,Gideon Jacobs,Al Sharpton,Brandon Morale,Harve Presnell,Billy St. John";;"4/10,3.7/10";"PG-13 (for language including sexual references, and some rear nudity)";"Comedy";"http://www.rottentomatoes.com/m/mr_deeds/";"One of Frank Capra's best-loved stories gets a modernized and wildly slapstick reinterpretation in this romantic comedy starring Adam Sandler. When Preston Blake (Harve Presnell), a remarkably wealthy media magnate, dies with neither a wife nor children, the question on the lips of most of his associates is who will inherit the estate. The surprising answer turns out to be Longfellow Deeds (Adam Sandler), a cheerful but half-bright proprietor of a small-town pizzeria, as well as part-time,greeting card poet, who was a distant relative of Blake. In order to claim his 40-billion-dollar inheritance, Deeds heads to New York City, where Blake's former associates, Chuck Cedar (Peter Gallagher) and Cecil Anderson (Erick Avari), introduce him to the city while trying to figure out how to get their hands on his new fortune. Meanwhile, Mac McGrath (Jared Harris), the producer of a sleazy tabloid television show, wants to get the inside scoop on Deeds, and comes up with perfect way to get it: he sends beautiful but unscrupulous reporter Babe Bennett (Winona Ryder) to sweep Deeds off his feet while she's wired for sound. Convincing Deeds that she's from a small town just like himself, Bennett quickly wins his heart, but while his affection is sincere, hers is not. He also displays a curious eagerness to defend her good name with his fists which quickly gets him in trouble. Meanwhile, as Deeds becomes the new laughing stock of New York thanks to Bennett's stories, Deeds decides it's time he did something big with his money, while Cedar and Anderson think they've finally found a way to take control of Deeds' holdings. Mr. Deeds also features supporting performances from John Turturro, Steve Buscemi, and Conchata Ferrell. John McEnroe and Rev. Al Sharpton make cameo appearances as themselves. ~ Mark Deming, Rovi"
"other_guys";"The Other Guys";"2009 2010 2011";"Aug 6, 2010 Wide";"Adam McKay";"Adam McKay,Chris Henchy";"Will Ferrell,Mark Wahlberg,Eva Mendes,Michael Keaton,Dwayne 'The Rock' Jo...,Samuel L. Jackson,Steve Coogan,Ray Stevenson,Lindsay Sloane,Natalie Zea,Rob Riggle,Damon Wayans Jr.,Bobby Cannavale,Zoe Lister Jones,Adam McKay,Viola Harris,Anne Heche,Brooke Shields,Rosie Perez,Derek Jeter,David Gideon,Michael Delaney,Michael G. Delaney,Zach Woods,Andy Buckley,Rob Huebel,Brett Gelman,Danielle Cell,Brianne Moncrief,Oliver Wood,Ben Schwartz,Jake Quinn,Patrick Ferrell,Will Lyman,Larnell Stovall,Jalil Jay Lynch,Roy T. Anderson,Andrew Secunda,Sara Chase,Josh Church,Alison Becker,Ice-T,Warren Kelley,Sean Heilig,Matthew J. McCarthy,Adam Phillips,Tess Kartel,Rob Mars,C.C. Taylor,Elizabeth Kaledin,Peter R. Thewes,Robin Ng,Malachy McCourt,Barry Carl,Benjamin Magnuson,Thomas McDonnell III,Jimmy O'Donnell,Kevin Osborne,Pierce Turner,James Archie Worley,Shakiem Evans,James Mazzola,Patrick Crowley,Tara Copeland,Eamon Speer,Patrick Reale,Zak Orth,Pete Antico,Jamie Dugal,Chris Gethard,Michael Fawcett,Pilar Angelique,Leroy Wilson, Jr.,Damon Wayans";;"6.7/10,6.8/10";"PG-13 (for crude and sexual content, language, violence and some drug material)";"Action & Adventure,Comedy";"http://www.rottentomatoes.com/m/other_guys/";"A desk-jockey detective and his tough-talking partner get their moment to shine in this buddy police comedy starring Will Ferrell and Mark Wahlberg, and directed by Adam McKay (Anchorman: The Legend of Ron Burgundy, Talladega Nights: The Ballad of Ricky Bobby). New York City detective Allen Gamble (Ferrell) is more comfortable pushing pencils than busting bad guys. A meticulous forensic accountant, his numbers are never off. Detective Terry Hoitz (Wahlberg) is Gamble's reluctant partner. Try as,Detective Hoitz might to get back on the streets, an embarrassing encounter with Derek Jeter has left a sizable black mark on his permanent record. Detectives Danson (Dwayne Johnson) and Highsmith (Samuel L. Jackson) are the complete opposites of Gamble and Hoitz: unwaveringly confident, they always get their man, and they do it with style to spare. When the time comes for Gamble and Hoitz to prove their mettle and save the day, their incompetence becomes the stuff of legend. ~ Jason Buchanan, Rovi"
"jurassic_park_iii";"Jurassic Park III";"2000 2001 2002";"Jul 18, 2001 Wide";"Joe Johnston";"Jim Taylor,Alexander Payne,Peter Buchman";"Sam Neill,William H. Macy,Téa Leoni,Alessandro Nivola,Trevor Morgan,Michael Jeter,John Diehl,Bruce A. Young,Laura Dern,Taylor Nichols,Mark Harelik,Julio Oscar Mechoso,Blake Michael Bryan,Sarah Danielle Madis...,Linda Park,Sonia Jackson,Bruce French,Bernard Zilinskas,Rona Benson,Frank Clem";;"5.2/10,4.2/10";"PG-13 (for intense sci-fi terror and violence)";"Action & Adventure,Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/jurassic_park_iii/";"Director Joe Johnston takes over the creative reins from Steven Spielberg for this third installment in the thriller franchise. Sam Neill returns as Dr. Alan Grant, a scientist who's tricked by wealthy couple Paul and Amanda Kirby (William H. Macy and Tea Leoni) into a fly-over of Isla Sorna. The object of their sightseeing tour is one of the Costa Rican islands populated by ferocious, genetically bred dinosaurs and the 'site B' setting of Jurassic Park 2: The Lost World (1997). After their,plane crash-lands, it's revealed that the Kirbys are actually seeking their teenage son, lost on the island after a paragliding accident. Trapped on Isla Sorna, Grant and his companions discover some painful truths the hard way. Among their discoveries: some of the scaly monsters possess more advanced communicative abilities than previously believed, the dreaded Tyrannosaurus Rex has a larger and more lethal competitor, and flying Pteranodons pose an even graver threat than some of their land-locked brethren. Jurassic Park III is the first in the series not to be based upon a novel by original author Michael Crichton. ~ Karl Williams, Rovi"
"ivory_tower_2010";"Ivory Tower";"2009 2010 2011";"Dec 31, 2010 Wide";"Adam Traynor";"Gonzales,Céline Sciamma,Chilly Gonzales";;;;"Unrated";"Drama,Art House & International,Comedy,Special Interest";"http://www.rottentomatoes.com/m/ivory_tower_2010/";"Hershell & Thadeus, two chess-playing brothers and their unhealthy rivalry over both the chessboard and a woman. Hershell is a chess purist, the prodigal son, Thadeus a disciplined, ruthless competitor. After 4 nomadic years in Europe, in quixotic pursuit of 'Jazz Chess' (chess for chess' sake, no winner, no loser, only beautiful positions), Hershell returns home."
"i_am_legend";"I Am Legend";"2006 2007 2008";"Dec 14, 2007 Wide";"Francis Lawrence";"Mark Protosevich,Tracy Torme,John Logan,Akiva Goldsman";"Will Smith,Alice Braga,Salli Richardson-Whi...,Charlie Tahan,Willow Smith,Darrell Foster,Dash Mihok,Joanna Numata,Samuel Glen,Salli Richardson,Abbey,James Michael McCaul...,April Grace,Kona,Martin Ireland,James McCauley,Pedro Mojica,Anthony Mazza,Steve Cirbus,Calista Hill,Gabriella Hill,Tyree Simpson,Blake Lange,Madeline Hill,Patrick Fraley,Adhi Sharma,Deborah Collins,Emma Thompson,Abraham Sparrow,Alexander DiPersia,John Kyle Grady,Marc Innis,Caitlin McHugh,Eric Jenkins,Mark Steger,Exo,Lynná Davis,Moses Harris Jr.,Heather Lang,Katherine Brook,Anika Ellis,Kennis Hawkins,Kelly Reed,Drew Leary,Vince Cupone,Marc Inniss,Grasan Kingsberry,Asa Liebmann,Deborah Lohse,Luke Miller,Okwui Okpokwasili,Paradox Pollack,Hollie K. Seidel,Anthony Vincent,Jon-Paul Mateo,Courtney Munch,Erin Owen,Will Rawls,Hannah Sim,Charlie Sutton,Greg Wattkis,Ian McLaughlin,Kim Murphy,Victor Paguia,William Schultz,Eric Spear,David Hamilton Thoms...,Mike Patton";;"6.4/10,6/10";"PG-13 (for intense sequences of sci-fi action and violence)";"Drama,Action & Adventure,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/i_am_legend/";"Adapted from acclaimed author Richard Matheson's influential novelette of the same name, Constantine director Francis Lawrence's I Am Legend follows the last man on Earth as he struggles to survive while fending off the infected survivors of a devastating vampiric plague. A brilliant scientist who raced to discover a cure for the man-made virus as humanity came crumbling down all around him, Robert Neville (Will Smith) was inexplicably immune to the highly contagious superbug. Now the entire,population of New York City -- and perhaps the world -- has been transformed into carnivorous bloodsuckers that fear the light and live solely to spread their contagion to any remaining living creature that crosses their path. It's been three years since civilization came to an end, and the loneliness has taken a devastating toll on Neville. By day he scours the city for food and supplies while sending out desperate radio messages in hopes that someone might respond, and by night he attempts to find a way to reverse the effects of the virus by experimenting with his own blood. But time is running out for Neville as the legions of infected watch his every move from the safety of the shadows, waiting for the perfect moment to strike. They, too, long to learn the secret that lurks in Neville's blood, though they will have to take caution while attempting to procure it because Neville will sooner die attempting to slay every last one of them than willingly giving up a single drop. Previously adapted for the screen in the 1964 Vincent Price frightener The Last Man on Earth and the 1971 Charlton Heston action film The Omega Man, Matheson's novelette also served as the inspiration for George A. Romero's groundbreaking zombie classic Night of the Living Dead. ~ Jason Buchanan, Rovi"
"college_road_trip";"College Road Trip";"2007 2008 2009";"Mar 3, 2008 Wide";"Roger Kumble";"Carrie Evans,Cinco Paul,Emi Mochizuki,Ken Daurio";"Martin Lawrence,Raven,Raven Symone,Donny Osmond,Brenda Song,Eshaya Draper,Kym E. Whitley,Arnetia Walker,Margo Harshman,Molly Ephraim,Carrie Evans,Adam LeFevre,Eugene Jones,Lucas Grabeel,Adam Lefever,Matthew Schlein,Will Sasso,Geneva Carr,Adam Le Fevre,Na'kia Bell Smith,Josh Meyers,Lonny Ross,Chad Hessler,Kristian Kordula,Jessica St. Clair,Meghan Rafferty,Jason Kolotouros,Lauren Sanchez,Joseph R. Gannascoli,Tara Copeland,Kelly Coffield Park,Jon Daly,Marc Goldsmith,Michael Landes,Jack Chouchanian,Amy Hohn,Benjamin Patterson,Edward James Hyland";;"3.3/10,3.1/10";"G";"Comedy";"http://www.rottentomatoes.com/m/college_road_trip/";"A high-school student (Raven Symone) with noble dreams of becoming a public defender sets out to visit potential universities in the unwanted company of her father (Martin Lawrence) -- an overprotective cop -- in this road trip comedy produced by Andrew Gunn and directed by Roger Kumble. Melanie (Symone) is about to graduate high school, and she's ready to take her first step toward adulthood by hitting the road to explore her college prospects with a few close female friends. But despite the,fact that this trip is strictly 'girls only,' Melanie's father isn't comfortable with the prospect of his little princess hitting the road without an adult chaperone -- and what better guardian to have while you're out on the open road than the chief of police himself? Of course, while Melanie's father only has the best of intentions, his presence on a trip that was designed to mark his little girl's emergence as a young adult leads to an endless series of comic complications."
"charlottes_web";"Charlotte's Web";"2005 2006 2007";"Dec 15, 2006 Wide";"Gary Winick";"Susannah Grant,Karey Kirkpatrick";"Julia Roberts,Steve Buscemi,John Cleese,Oprah Winfrey,Cedric the Entertain...,Kathy Bates,Reba McEntire,Robert Redford,Thomas Haden Church,André Benjamin,Dominic Scott Kay,Sam Shepard,Abraham Benrubi,Dakota Fanning,Louis Corbett,Julian O'Donnell,Essie Davis,Kevin Anderson,Robyn Arthur,Siobhan Fallon,Gary Basaraba,Nate Mooney,Nicholas Bell,Beau Bridges,Teague Rook,Julia Zemiro,Denise Kirby,Robert Plazek,Joseph Lotesto,Michael Roland,Don Bridges,Ian Watkin,Joel McCrary,Brian Stepanek,Bradley White,Maia Kirkpatrick,Jennessa Rose,Briana Hodge,Jane Sibbett,Siobhan Fallon-Hogan";;"7/10,6.9/10";"G";"Drama,Animation,Kids & Family";"http://www.rottentomatoes.com/m/charlottes_web/";"E.B. White's classic children's story comes to the screen in this live-action adaptation with an all-star voice cast. Fern Arable (Dakota Fanning) is a young girl growing up on her family's farm. When a sow gives birth to some piglets, Fern's father (Kevin Anderson) intends to do away with the runt of litter, but Fern has become attached to the little pig and persuades her father to let him live. The pig, named Wilbur (voice of Dominic Scott Kay), becomes Fern's pet, but when he grows larger,,he's put in the care of Homer Zuckerman (Gary Basaraba), a farmer down the road. Fern is still able to visit Wilbur regularly, and it soon occurs to both of them that pigs tend to have a limited life expectancy on a farm, and that unless something unusual happens, Wilbur will eventually becomes someone's dinner. Charlotte, a friendly spider, hatches a plan to make Wilbur seem special enough to save by weaving messages about the 'terrific' pig into her web, and she soon persuades her barnyard friends to join in her plan. Charlotte is voiced by Julia Roberts, while the other actors who provide the voices of the animals on Zuckerman's farm include Robert Redford, John Cleese, Oprah Winfrey, Steve Buscemi, Kathy Bates, Cedric the Entertainer. Thomas Haden Church, and André Benjamin. ~ Mark Deming, Rovi"
"1003756-cat_on_a_hot_tin_roof";"Cat on a Hot Tin Roof";"1983 1984 1985";"Aug 19, 1984 Wide";"Jack Hofsis,Jack Hofsiss";;"Jessica Lange,Tommy Lee Jones,Rip Torn,Kim Stanley,David Dukes,Penny Fuller";;;"Unrated";"Drama,Television";"http://www.rottentomatoes.com/m/1003756-cat_on_a_hot_tin_roof/";"This 1984 made-for-television movie is another version of the Pulitzer Prize-winning Tennessee Williams play. Gathered to celebrate Big Daddy's 65th birthday, the family is instead treated to the vision of Maggie chiding Brick for his drinking and Big Daddy chastising Brick for his supposed homosexuality."
"air_2015";"Air";"2014 2015 2016";"Aug 14, 2015 Limited";"Christian Cantamessa";"Christian Cantamessa,Chris Pasetto";;"1 hr. 35 min.";"4.8/10";"PG-13 (for some violence, language and sexual references)";"Mystery & Suspense,Science Fiction & Fantasy";"http://www.rottentomatoes.com/m/air_2015/";"In the near future, breathable air is nonexistent. Virtually all of humanity has disappeared and those chosen to reestablish society reside in a controlled state of suspended animation. Two engineers tasked with guarding the last hope for mankind struggle to preserve their own sanity and lives while administering to their vital task at hand."
"whispers_in_the_dark";"Whispers in the Dark";"1991 1992 1993";"Jan 1, 1992 Wide";"Christopher Crowe";"Christopher Crowe";"Annabella Sciorra,Jamey Sheridan,Anthony LaPaglia,Jill Clayburgh,John Leguizamo,Deborah Kara Unger,Anthony Heald,Alan Alda,Jacqueline Brookes,Gene Canfield,Joe Badalucco,Joseph Badalucco Jr.,Albert Pisarenkov,Mary Colquhoun,Malik,Nicholas J. Giangiul...,Bo Dietl,Sondra James,David Kramer,Philip Levy,Karen Longwell,Dominic Marcus,William Timoney,Lisa Vidal,Art Malik,Allison Field";"1 hr. 43 min.";"4.5/10";"R";"Mystery & Suspense,Drama";"http://www.rottentomatoes.com/m/whispers_in_the_dark/";"When the sadomasochistic sexual fantasies of a Manhattan psychiatrist's disturbed patient begin leaking into the troubled doctor's subconscious, a heated love affair leads to a series of shocking murders in this erotic thriller from Off Limits director Christopher Crowe. The confessions of a sexually obsessed patient are slowly working their way into the dreams of psychiatrist Ann Heckler (Annabella Sciorra), and though the practical advice of her university mentor, Dr. Leo Green (Alan Alda),,does little to quell her erotic visions, a torrid affair with handsome pilot Doug McDowell (Jamey Sheridan) at least provides a satisfying momentary distraction. When one of Ann's patients is discovered murdered and all evidence suggests that her new lover is the culprit, Ann must make a choice to put her trust in Doug or escape with her life while she still can."
"magicarena";"Magicarena";"2014 2015 2016";"May 31, 2015 Wide";"Andrea Prandstraller,Niccolo Bruna";"Agnese Fontana";;;;"Unrated";"Documentary,Musical & Performing Arts,Art House & International";"http://www.rottentomatoes.com/m/magicarena/";""
"spy_game";"Spy Game";"2000 2001 2002";"Nov 21, 2001 Wide";"Tony Scott";"Michael Frost Beckner,David Arata";"Robert Redford,Brad Pitt,Catherine McCormack,Stephen Dillane,Larry Bryggman,Marianne Jean-Baptis...,Matthew Marsh,Todd Boyce,Michael Paul Chan,Garrick Hagon,Andrew Grainger,Bill Buell,Colin Stinton,Ted Maynard,Tom Hodgkins,Rufus Wright,Demetri Goritsas,Quinn Collins,Sam Scudder,Yann Johnson,Pat McGrath,Shane Rimmer,David Hemmings,James Aubrey,In Sook Chappell,Benedict Wong,Ken Leung,Adrian Pang,Ho Yi,David Y. Cheung,Tony Xu,Mark Sung,David K. S. Tse,Logan Wang,Hon Ping Tang,Daniel Tse,Vincent Wang,Mark Chui Han,Stuart Milligan,Joseph Chanet,Eddie Yeoh,Freddie Joe Farnswor...,Joerg Stadler,Zsolt Zágoni,Balazs Tardy,Pal Oberfrank,Géza Schramek,Imre Csuja,Melinda Volgyi,Karoly Rekasi,Kimberly Tufo,Iain Smith,Gregory Groth,Peter Linka,Omid Djalili,Amidou,Nabil Massad,Mohamed Picasso,Aziz Ait Essahmi,Moustapha Moulay,Mohamed Quatib,Raid Regragui,Dale Dye,Tim Briggs,Frank Nall,Ian Porter,Charlotte Rampling,Kimberly Paige,Harry Gregson-Willia...";;"6.2/10,6.6/10";"R (for language, some violence and brief sexuality)";"Drama,Action & Adventure,Mystery & Suspense";"http://www.rottentomatoes.com/m/spy_game/";"There was a time when CIA operative Nathan Muir and his protégé Tom Bishop were inseparable, traveling the world and tasting everything it had to offer... from Vietnam to Berlin to Beirut. In a profession fraught with danger and uncertainty, Muir and Bishop forged an uncommonly close friendship based on mutual respect and affection. But that was years ago. Now, on the brink of his retirement from the agency, Muir learns that Bishop has gone rogue. His one-time protégé has been jailed in Beijing,on espionage charges after attempting to break a prisoner out of China. Years of bad blood and hurt feelings are washed away in a flood of memories of adventures shared by the two men as Muir takes on his most dangerous - and personal - mission ever."
"1116410-treasure_island";"Treasure Island";"1997 1998 1999";"Aug 17, 1998 Wide";"Peter Rowe";;;;;"PG-13";"Drama,Action & Adventure,Kids & Family,Art House & International";"http://www.rottentomatoes.com/m/1116410-treasure_island/";"An adaptation of the classic Robert Louis Stevenson novel, featuring 1991 Academy Award winner Jack Palance as the salty pirate Long John Silver. ~ Rovi"
"hidalgo";"Hidalgo";"2003 2004 2005";"Mar 5, 2004 Wide";"Joe Johnston";"John Fusco";"Viggo Mortensen,Zuleikha Robinson,Omar Sharif,Louise Lombard,Adam Alexi-Malle,Said Taghmaoui,Silas Carson,Harsh Nayyar,J.K. Simmons,Adoni Maropis,Victor Talmadge,Peter Mensah,Joshua Wolf Coleman,Franky Mwangi,Floyd 'Red Crow' Wes...,Elizabeth Berridge,C. Thomas Howell,Stevan Rimkus,Jerry Hardin,Frank Collison,Sven Ole Thorsen,Chris Owen,Marshall Manesh (II),Philip Sounding Side...,George Gerdes,Todd Kimsey,Ed Nah New Rider Web...,Adam Ozturk,John Prosky,Michael Canavan,David Midthunder,Lee Trotter,Dave Florek,Jeff Kober,Sam Sako,Te'Amir Yohannes Swe...,Jake Miller,Mary Ellis,Clement Richards,Kimberly Norris Guer...,Zachary Badasci,Malcolm McDowell";;"5.6/10,5.4/10";"PG-13 (for adventure violence and some mild innuendo)";"Action & Adventure";"http://www.rottentomatoes.com/m/hidalgo/";"Held yearly for centuries, the Ocean of Fire--a 3,000 mile survival race across the Arabian desert--was a challenge restricted to the finest Arabian horses ever bred, the purest and noblest lines, owned by the greatest royal families. In 1890, a wealthy sheik invited an American, Frank T. Hopkins, and his horse to enter the race for the first time. During the course of his career, Hopkins was a cowboy and dispatch rider for the U.S. cavalry--and had once been billed as the greatest rider the,West had ever known. The Sheik puts his claim to the test, pitting the American cowboy and his mustang, Hidalgo, against the world's greatest Arabian horses and Bedouin riders--some of whom are determined to prevent a foreigner from finishing the race. For Frank, the Ocean of Fire becomes not only a matter of pride and honor, but a race for his very survival as he and his horse attempt the impossible."
"1114331-final_justice";"Final Justice";"1997 1998 1999";"Jun 1, 1998 Wide";"Tommy Lee Wallace";"Babs Greyhosky";;"1 hr. 36 min.";;"Unrated";"Drama,Television";"http://www.rottentomatoes.com/m/1114331-final_justice/";"Merle Hammond, (Michael McKean) a sleazy attorney uses corrupt tactics and convinces a jury to acquit his client who is a killer. Gwen, the murdered victim's sister, (Annette O' Toole) knows the real truth and plots revenge against the attorney. Out of desperation, she kidnaps the attorney in an attempt to make him confess to his unscrupulous him confess to his unscrupulous tactics. The cards twist when he escapes and puts her on trial for his kidnapping. COURTROOM DRAMA. 96 Minutes."
"1035049-lady_killer";"Lady Killer";"1932 1933 1934";"Jan 1, 1933 Wide";"Roy Del Ruth";"Ben Markson,Lillie Hayward";;"1 hr. 14 min.";"";"Unrated";"Action & Adventure,Mystery & Suspense,Classics,Comedy";"http://www.rottentomatoes.com/m/1035049-lady_killer/";"In this film, Jimmy Cagney stars as a movie theater usher. This job lasts just long enough for Jimmy to be swindled in a 'badger game' orchestrated by hard-boiled Mae Clarke. Cagney joins the mob and soon is calling the shots. However, Cagney draws the line at murder."
"pusher_iii_im_the_angel_of_death";"Pusher III: I'm the Angel of Death";"2004 2005 2006";"Sep 2, 2005 Limited";"Nicolas Winding Refn";"Nicolas Winding Refn";"Zlatko Buric,Zlatko Burik,Marinela Dekic,Ilyas Agac,Slavko Labovic,Kujtim Loki,Marek Magierecki,Vasilije Bojicic,Kurt Nielsen,Susan Petersen,Svend Erik Eskeland ...,Hakan Turan,Gitte Dan,Karsten Schroder,Dan Dommer,Ramadan Huseini,Levino Jensen,Tommy Christensen,Sven Erik Eskeland L...,Palle Hougaard Niels...,Benny Fjeldmose,Slavisa Knezevic,Philip Riviera,Erkan Jakupi,Zinedine Gaceb,Leva Bieza,Hong Ming Lau,Brian Linse,Kim Bodnia,Laura Drasbæk,Mads Mikkelsen,Ilvas Agac";"1 hr. 47 min.";"7.6/10";"R";"Drama,Action & Adventure,Art House & International,Comedy";"http://www.rottentomatoes.com/m/pusher_iii_im_the_angel_of_death/";"This third installment of the 'Pusher' trilogy follows Milo, the agining drug lord from the two first films. He is planning his daughter's 25th birthday, and his shipment of heroin turns out to be 10.000 pills of ecstasy. When Milo tries to sell the pills anyway, all hell breaks loose, and his only chance is to ask for help from his ex-henchman and old friend Radovan."
"kronos-on-stage";"Kronos on Stage";"1997 1998 1999";"Dec 31, 1998 Wide";"Manfred Waffender";;;;;"Unrated";"Musical & Performing Arts";"http://www.rottentomatoes.com/m/kronos-on-stage/";""
"all_dogs_go_to_heaven_2";"All Dogs Go To Heaven 2";"1995 1996 1997";"Mar 29, 1996 Wide";"Larry Leker,Paul Sabella";"Mark Young,Kelly Ward,Arne Olsen";"Adam Wylie,Pat Corley,Marabina Jaimes,Tony Jay,Jim Cummings,Annette Helde,Kevin Michael Richar...,Steve Mackall,Dan Castellaneta,Maurice LaMarche,Ernest Borgnine,Bebe Neuwirth,Charlie Sheen,Wallace Shawn,Sheena Easton,George Hearn,Dom DeLuise,Hamilton Camp,Bobby Di Cicco";"1 hr. 22 min.";"";"G";"Animation,Kids & Family";"http://www.rottentomatoes.com/m/all_dogs_go_to_heaven_2/";"Mixed-breed sequel to the successful animated musical has dog-angels Charlie and Itchy returning to earth to recapture GabrielÕs trumpet. OK for kids, but adults will be twitching like a Chihuahua on espresso."
"1037177-deceived";"Deceived";"1990 1991 1992";"Sep 27, 1991 Wide";"Lee Friedlander,Damian Harris,Damien Harris";"Lee Friedlander,Bruce Joel Rubin,Derek Saunders,Mary Agnes Donoghue";"Goldie Hawn,John Heard,Robin Bartlett,Ashley Peldon,Tom Irwin,Maia Filar,Jan Rubes,Anais Granofsky,Kate Reid,Amy Wright,Beatrice Straight,Deborah Aquila,George R. Robertson,Heidi von Palleske,Stanley Anderson,Francesca Buller,Damon Redfern,Charles Kassatly,Peter Stevens,Eve Crawford,Io Perry,Stephen Hunter,Nancy Cser,Vince Metcalfe,Conrad Coates,Michael Copeman,Brenda Kamino,Lawrence Nakamura,Bruce MacVittie,Gemma Barry,Kim Staunton,Laura Hawn,Jay Bowen,Mary Kane,Ann McDonough,Michael Countryman";"1 hr. 55 min.";"5/10";"PG-13";"Mystery & Suspense,Drama";"http://www.rottentomatoes.com/m/1037177-deceived/";"An art restorer (Goldie Hawn) feels that her life is finally in order: she loves her job, has married a wonderful man (John Heard) and has a loving daughter (Ashley Peldon). However, her life unravels when she begins to suspect her husband of duplicitous behavior, just before he is killed in a car crash."
"amateur_1995";"Amateur";"1994 1995 1996";"Jun 1, 1995 Wide";"Hal Hartley";"Hal Hartley";"Isabelle Huppert,Martin Donovan,Elina Löwensohn,Damian Young,Chuck Montgomery,David Simonds,Pamela Stewart,Erica Gimpel,Jan Leslie Harding,Terry Alexander,Holt McCallany,Hugh Palmer,Michael Imperioli,Angel L. Cabán,Emmanuel Xuereb,Lennie Loftin,David Greenspan,Adria Tennor,Parker Posey,Dwight Ewell,Currie Graham,Jamie Harrold,Patricia Scanlon,James McCauley,Benny Nieves,David Troup,Tim Blake Nelson,Marissa Copeland,Dael Oriandersmith,Michael Gaston,Paul Schulze,Angel Caban,Dave Simonds,Elina Lowensohn";"1 hr. 45 min.";"6.1/10";"R";"Art House & International,Mystery & Suspense,Comedy";"http://www.rottentomatoes.com/m/amateur_1995/";"Hal Hartley's fourth feature is a significant break from the quirky romantic comedy territory of his previous work -- though all of the deadpan idiosyncracies which make him such a singular filmmaker remain intact, here he tries his hand at the thriller genre, a move yielding typically unconventional and innovative results. Amateur stars Hartley mainstay Martin Donovan as Thomas, an amnesiac who, in the first scenes, wakes up in an alley, badly injured$% he stumbles to a nearby coffeeshop where,he meets Isabelle (Isabelle Huppert), a former nun and would-be nymphomaniac who now makes her living writing pornographic fiction. She takes him back to her apartment, where in time his past slowly begins to emerge -- a sharp contrast to the sweet, even naive soul that Huppert has befriended, it appears that the old Thomas was in fact a vicious pornographer whose attempted murder was at the hands of his wife, adult film star wife Sofia (Elina Lowensohn). Thomas is also the target of a nefarious European arms merchant whose hired guns are hot on his trail. ~ Jason Ankeny, Rovi"
"fan";"Fan";"2014 2015 2016";"Aug 14, 2015 Limited";"Maneesh Sharma";"Habib Faisal";;;;"Unrated";"Drama";"http://www.rottentomatoes.com/m/fan/";"Shah Rukh Khan, the man unarguably with one of the greatest fan following globally, will now play the role of being the biggest fan himself in the forthcoming movie. (C) Official Facebook"
"texas_chainsaw_massacre";"The Texas Chainsaw Massacre";"2002 2003 2004";"Oct 17, 2003 Wide";"Marcus Nispel";"Scott Kosar";"Jessica Biel,Jonathan Tucker,Erica Leerhsen,Mike Vogel,Eric Balfour,Andrew Bryniarski,R. Lee Ermey,David Dorfman,Lauren German,Terrence Evans,Marietta Marich,Heather Kafka,Kathy Lamkin,Laura German,Brad Leland,Mamie Meek,John Larroquette,Andrew Prine";;"4.8/10,4.2/10";"R (for strong horror violence/ gore, language and drug content)";"Horror";"http://www.rottentomatoes.com/m/texas_chainsaw_massacre/";"A tale of five 20-somethings whose free spirited road trip becomes a terrifying descent into madness. When they find themselves isolated in a rural Texas community, they fall into the clutches of a monstrous clan of Texas cannibals and find themselves being whittled away by the chainsaw-wielding Leather face."
"deliver-us-from-evil-2009";"Deliver Us From Evil (Fri os fra det onde)";"2008 2009 2010";"Apr 3, 2009 Limited";"Ole Bornedal";;;;"";"Unrated";"Art House & International,Mystery & Suspense";"http://www.rottentomatoes.com/m/deliver-us-from-evil-2009/";"With this tense, visceral thriller, Danish director Ole Bornedal meditates on the fury and violence that can so easily manifest themselves as the product of extreme small town xenophobia. Lasse Rimmer stars as Johannes, a husband and father who leaves the familiar city with his wife Pernille and their two children in tow, and relocates to the country town where he grew up years prior. Shortly after the family arrives, Johannes's alcoholic brother Lars accidentally runs over Anna (Lone Lindorff),,a local girl - then evilly plants false evidence indicating that a local immigrant, Alain (Bojan Navojec) is guilty. Johannes recognizes his brother's guilt and thus opts to defend Alain - but little can he foresee the vile disapproval, intransigent judgment and revenge-fueled mentalities that surface in the townspeople and will soon thrust his family members into their own personal hell. ~ Nathan Southern, Rovi"
