"Id";"Name";"YearRange";"ReleaseDate";"Director";"Creator";"Cast";"Duration";"RatingValue";"ContentRating";"Genre";"Url";"Description"
"1014137-monkey_business";"Monkey Business";"1930 1931 1932";"Sep 19, 1931 Wide";"Norman McLeod,Norman Z. McLeod";"Arthur Sheekman,S.J. Perelman";"Groucho Marx,Harpo Marx,Chico Marx,Zeppo Marx,Thelma Todd,Ruth Hall,Harry Woods,Tom Kennedy,Rockliffe Fellowes,Ben Taggart,Evelyn Pierce,Maxine Castle,Eddie Baker,Otto H. Fries,Marx Brothers";"1 hr. 17 min.";"8/10";"Unrated";"Classics,Comedy";"http://www.rottentomatoes.com/m/1014137-monkey_business/";"The first Marx Brothers picture written specifically for film, this outing finds the boys as stowaways on a cruise ship."
"little_caesar";"Little Caesar";"1930 1931 1932";"Jan 25, 1931 Limited";"Mervyn LeRoy";"W.R. Burnett,Francis Edward Faragoh,Francis Edwards Faragoh,Robert E. Lee,Robert Lord";;"1 hr. 20 min.";"7.5/10";"Unrated";"Drama,Classics";"http://www.rottentomatoes.com/m/little_caesar/";"The first 'talkie' gangster movie to capture the public's imagination, Mervyn LeRoy's Little Caesar started a cycle of crime-related movies that Warner Bros. rode across the ensuing decade and right into World War II with titles such as All Through the Night (1941). At the start of the picture, Caesar Enrico 'Rico' Bandello (Edward G. Robinson, made up to look a lot like the real-life Al Capone) and his friend Joe Massara (Douglas Fairbanks Jr.) are robbing a gas station -- later on, at a diner,,they're looking over a newspaper and see a story about Diamond Pete Montana (Ralph Ince), a gangster so well known that he gets headlines and stories written about how powerful he is. That's what Rico wants, more than money or anything else: to be czar of the underworld and 'not just another mug.' Joe admits that sometimes he just thinks of trying to become what he wanted to be when he started out: a professional dancer. They head east to Chicago (which is never named, but with the talk of the north side and the territories, you know what city it is) and Rico talks his way into the local mob run by Sam Vettori (Stanley Fields). The leader has his doubts over how quick Rico is to go for his gun, but also thinks he might be useful if he is as fearless as he says and can be kept under control. Soon Rico is Sam's top enforcer and bodyguard, but it isn't long before he starts acting like the boss, questioning other members' loyalty and bravery and pushing into Sam's role as leader. He also commands the loyalty of the gang through his resourcefulness at planning and pulling jobs that are tough and risky, and getting away with them$% the only exception is Joe, their respectable 'front man,' who has found romance with an actress (Glenda Farrell) and a career, and wants out of helping the gang. Rico won't let him leave, and pushes him to help them on a brazen New Year's Eve robbery of a restaurant, during which the new crime commissioner is shot dead by Rico. Now the heat is on, but instead of keeping a low profile, Rico seizes control of the gang from Sam and secures his power by ruthlessly rubbing out the only member (William Collier) who seems likely to squeal, gunning the man down on the steps of a church. Before long, Rico is the first among equals among the local mob chieftains, sharing a dais at a dinner honoring him with his nominal boss and one-time idol Diamond Pete. He's also making enemies by the bushel -- Flaherty (Thomas E. Jackson), the cop heading the investigation into the murder of the commissioner, won't let up and makes it his personal business to nail Rico, and the rival chieftains don't like the publicity Rico's getting or the attention it brings to all of them. Rico survives attempts on his life and consolidates his hold on the streets, and is suddenly on the edge of achieving his goal -- the 'Big Boy' (Sidney Blackmer), the wealthy social Brahmin who really controls crimes in the city, invites him to a meeting to tell him that Diamond Pete is finished. Rico is going to be in charge of the rackets across the entire city and making sure the local bosses stay in line. He is at the pinnacle of his career, and then Rico overreaches -- he can still be nailed for the murder of the commissioner, and is paranoid enough not to trust Joe, even though Joe helped saved Rico's life and insists that he'll never squeal$% Rico also plans on supplanting the Big Boy. His rise to power unravels as fast as it happened, in an outburst of violence that drives him underground. But with an ego as big as his, Rico can't stay hidden for too long, and Flaherty is waiting for him. The violence in Little Caesar may seem tame by today's standards -- although seeing a proper print of the movie, such as the 2005-issued DVD, does restore some of that impact -- but it was shocking at the time, and proved riveting and even seductive, especially because it was tied to a very charismatic performance by Robinson. Between his portrayal and the sounds of pistols and Thompson submachine guns, the movie was a sensory revelation and literalized the violence that had been suggested purely by visuals in such silent gangster classics as Josef Von Sternberg's Underworld (1927), itself yet another telling of a version of Capone's story. The language was also something newly coarse and bracing in movies, at a point when talkies were only a couple of years old. There's also a slightly homoerotic undertone to aspects of the character relationships that managed to get past the censors: Rico doesn't drink and seems uninterested in women$% his fixation on Joe Massara, and his seeming competition for Massara's loyalty with the latter's fiancée, are couched in what seem like almost romantic terms$% and his feeling of betrayal when Massara says he wants to leave the mob to get married seem almost more appropriate to someone caught in a romantic triangle. This is all made especially vivid when Rico laments not having killed Massara, admitting that he's been undone over 'liking a guy too much.' It's all nearly as striking as some of the more pointed psychological elements in subsequent gangster movies, including Tony Camonte's incestuous fixation on his own sister in Scarface (1932) and, at the far end of the cycle, Cody Jarrett's mother-fixation in White Heat (1949). ~ Bruce Eder, Rovi"
"night-call-nurses";"Night Call Nurses";"1971 1972 1973";"Jan 1, 1972 Wide";"Jonathan Kaplan";"George Armitage";;"1 hr. 25 min.";;"R (adult situations/language, nudity, sex)";"Action & Adventure,Horror,Classics,Comedy,Cult Movies";"http://www.rottentomatoes.com/m/night-call-nurses/";"A trio of toothsome psychiatric nurses tangle with a psycho killer and other travails in this third entry in Roger Corman's Nurses cycle of sex comedies."
"1035050-night_nurse";"Night Nurse";"1930 1931 1932";"Aug 8, 1931 Wide";"William Wellman,Igor Auzins";"Oliver H.P. Garrett,Charles Kenyon";"Barbara Stanwyck,Clark Gable,Ben Lyon,Joan Blondell,Charles Winninger,Charlotte Merriam,Eddie Nugent,Blanche Frederici,Allan Lane,Allan 'Rocky' Lane,Walter McGrail,Davina Whitehouse,Ralf Harolde,Vera Lewis,Marcia Mae Jones,Betty Jane Graham,Betty May,Jed Prouty,Willie Fung,James Bradbury Jr";"1 hr. 12 min.";"6.1/10";"Unrated";"Drama";"http://www.rottentomatoes.com/m/1035050-night_nurse/";"In this film, Lora Hart is a nurse hired as a governess for the children of alcoholic socialite Mrs. Ritchie. Lora is shocked at the degree to which kids have been neglected by their tosspot mother and even more shocked at the behavior of Mrs. Ritchie's sinister chauffeur Nick."
"last_flight_of_noahs_ark";"The Last Flight of Noah's Ark";"1979 1980 1981";"Jun 25, 1980 Wide";"Charles Jarrott";"George Arthur Bloom,Steven W. Carabatsos,Sandy Glass";"Elliott Gould,Geneviève Bujold,Rick Schroder,Tammy Lauren,Vincent Gardenia,John Fujioka,Yuki Shimoda,Dana Elcar,Ruth Manning,Arthur Adams,Peter Renaday,Bob Whiting,John P. Ryan,Austin Willis,Pete Renaday,Ricky Schroder";"1 hr. 37 min.";"4.4/10";"G";"Action & Adventure,Kids & Family";"http://www.rottentomatoes.com/m/last_flight_of_noahs_ark/";"This Disney adventure stars Elliott Gould as Noah Dugan, a pilot whose children (Ricky Schroeder and Tammy Lauren) stow away on a flight to transport animals to a deserted island."
"1014138-monkey_business";"Monkey Business";"1951 1952 1953";"Sep 5, 1952 Wide";"Howard Hawks";"I. A. L. Diamond,Ben Hecht,Charles Lederer,I.A.L. Diamond";"Cary Grant,Ginger Rogers,Marilyn Monroe,Charles Coburn,Hugh Marlowe,Henri Letondal,Robert Cornthwaite,Larry Keating,Douglas Spencer,Esther Dale,George Winslow,George 'Foghorn' Win...,Emmett Lynn,Joseph Mell,George Eldredge,Heinie Conklin,Kathleen Freeman,Olan Soule,John McKee,Faire Binney,Bill McLean,Paul Maxey,Mack Williams,Forbes Murray,Howard Hawks,Marjorie Halliday,Harry Carey Jr.,Harry Seymour,Harry Bartell,Harry Carter,Jerry Paris,Roger Moore,Ruth Warren,Isabel Withers,Olive Carey,Dabbs Greer,Russ Clark,Ray Montgomery,Melinda Plowman,Terry Goodman,Ronnie Clark,Rudy Lee,Mickey Little,Brad Mora,Jimmy Roebuck,Louis Lettieri,Charles 'Heinie' Con...,Robert Nichols,Mary Field,John R. McKee,Jerry Sheldon,Gil Stratton";"1 hr. 32 min.";"6.9/10";"PG";"Drama,Classics,Science Fiction & Fantasy,Comedy";"http://www.rottentomatoes.com/m/1014138-monkey_business/";"Howard Hawks hoped to capture the screwball comic fervor of his 1938 film Bringing Up Baby with his 1952 comedy Monkey Business. As in the earlier film, Cary Grant stars as an absent-minded professor involved in a research project. This time he's a chemist seeking a 'fountain of youth' formula that will revitalize middle-agers both mentally and physically. Though Grant's own laboratory experiments yield little fruit, a lab monkey, let loose from its cage, mixes a few random chemicals and comes,up with just the formula Grant is looking for. This mixture is inadvertently dumped in the lab's water supply$% the fun begins when staid, uptight Grant drinks some of the 'bitter' water, then begins cutting up like a teenager. A harmless afternoon on the town with luscious secretary Marilyn Monroe rouses the ire of Grant's wife Ginger Rogers, but her behavior is even more infantile when she falls under the spell of the youth formula. Everyone remembers the best line in Monkey Business: foxy-grandpa research supervisor Charles Coburn hands the curvacious Monroe a letter and says 'Get someone to type this'. Even better is his next line: after Monroe sashays out of the room, Coburn turns to Grant and, with eyes atwinkle, murmurs 'Anyone can type.' Likewise amusing is Monkey Business's pre-credits gag, wherein Cary Grant opens a door and is about to step forward when director Hawks, off-camera, admonishes 'Not yet, Cary.' Among the co-conspirators on Monkey Business's carefree script are Ben Hecht, Charles Lederer and I.A.L. Diamond, with an original story by Harry Segall (Here Comes Mr. Jordan) as their source. ~ Hal Erickson, Rovi"
"instinct_de_mort";"Mesrine: Killer Instinct (L'instinct de mort)";"2009 2010 2011";"Aug 27, 2010 Limited";"Jean-François Richet";"Jean-François Richet,Abdel Raouf Dafri";"Vincent Cassel,Cécile De France,Gérard Depardieu,Gilles Lellouche,Roy Dupuis,Elena Anaya,Michel Duchaussoy,Myriam Boyer,Florence Thomassin,Ludivine Sagnier,Gérard Lanvin,Samuel Le Bihan,Olivier Gourmet,Georges Wilson,Anne Consigny,Laure Marsac,Alain Fromager,Gilbert Sicotte,Michael Duchaussoy,Mathieu Amalric,Gilles Lelouche";;"7.4/10,7.3/10";"R (for strong brutal violence, some sexual content and language)";"Drama,Action & Adventure,Art House & International";"http://www.rottentomatoes.com/m/instinct_de_mort/";"This tough and gritty French-language crime drama represents the premier installment in a two-part series of features on the life and doings of notorious Gallic hood Jacques Mesrine (1936-1979). Mesrine is played, in both installments, by actor Vincent Cassel, who reportedly underwent massive weight gain and weight loss to convincingly portray the volatile Mesrine at various periods of his life. Director Jean-François Richet begins in 1979, with Mesrine's uncommonly violent death, whereby he and,a beautiful young woman are suddenly (and fatally) ambushed by Parisian police not far from Mesrine's place of birth. Richet then flashes back to the Franco-Algerian War of the late '50s and a brutal interrogation undergone by Mesrine. Following a military discharge, Mesrine returns to his parents' suburb of Clichy, where his dad has arranged a pathetic job for him in a lace-making factory. Never one to take humiliation lying down, Jacques perceives burglary, larceny, and racketeering as much-superior options and decides to pursue a life of crime via a 'business partnership' with childhood buddy Paul (Gilles Lellouche), who works for mobster Guido (Gérard Depardieu). As the years pass, Jacques works his way up through the ranks of the underworld$% via Paul, he also meets and falls hard for two women: Pigalle streetwalker Sarah (Florence Thomassin), and Sofia (Elena Anaya), a beautiful Spanish woman with whom he cohabitates after doing time in a French prison. Following a brief and unsuccessful attempt to 'go straight,' Jacques reconnects with Guido, then finds it necessary to escape from France to Canada with his new mistress, Jeanne (Cécile De France). Unfortunately, another prison sentence is waiting for him there, replete with brutal solitary confinement, but the possibility of a daring escape beckons. The second half of the Mesrine saga, entitled Mesrine: L'Énnemi Public No. 1 for French release, followed immediately after and picks up where this installment wraps."
"1030142-champ";"The Champ";"1930 1931 1932";"Nov 21, 1931 Wide";"King Vidor";"Frances Marion,Leonard Praskins,Wanda Tuchock";"Wallace Beery,Jackie Cooper,Irene Rich,Roscoe Ates,Edward S. Brophy,Hale Hamilton,Jesse Scott,Marcia Mae Jones,Tiffany Clark,Lee Phelps,Frank S. Hagney,Rhonda Jo Petty";"1 hr. 27 min.";"6.6/10";"Unrated";"Drama,Kids & Family,Classics";"http://www.rottentomatoes.com/m/1030142-champ/";"In this film, Wallace Beery stars as a washed-up boxer. The bibulous Beery travels from one tank-town bout to another in the company of his faithful son Jackie Cooper and his stuttering manager Roscoe Ates. Hoping for a comeback, Beery travels to Tijuana."
"resurrecting_the_champ";"Resurrecting the Champ";"2006 2007 2008";"Aug 24, 2007 Wide";"Rod Lurie";"Michael Bortman,Allison Burnett,Chris Gerolmo,Rod Lurie";"Samuel L. Jackson,Josh Hartnett,Kathryn Morris,Alan Alda,Rachel Nichols,David Paymer,Teri Hatcher,Kristen Shaw,Nick Sandow,Harry Lennix,Peter Coyote,Ryan McDonald,Chris Ippolito";;"6.1/10,5.5/10";"PG-13 (for some violence and brief language)";"Drama";"http://www.rottentomatoes.com/m/resurrecting_the_champ/";"Director and co-screenwriter (along with Chris Gerolmo, Allison Burnett, and Michael Bortman) Rod Lurie tells the uplifting tale of a sports writer who almost lost it all before stumbling into the story of a lifetime in this uplifting sports-themed drama starring Josh Hartnett and Samuel L. Jackson. Erik (Hartnett) is a Denver-based sports writer whose prose is dull and whose marriage is failing. Not only is Erik having a difficult time dealing with his stubborn editor Metz (Alan Alda) - who,refuses to take the suffering scribe off of the boxing beat - but the pain of being separated from his young son has weighed heavier on Erik's conscience than he could have ever imagined. When Erik sees a local homeless man (Samuel L. Jackson) being violently assaulted by a gang of sadistic street toughs, he instinctively comes to the suffering man's rescue. As fate would have, Erik discovers that the nondescript homeless man is actually the former boxing champion Battling Bob Satterfield, whom many sports fans had assumed dead. Now driven to tell the story that may establish him as a successful sports writer, Erik gradually begins to make the transformation from ordinary man to extraordinary champion - largely by turning inward and by reexamining his relationship with his own son. ~ Jason Buchanan, Rovi"
"10008038-waterloo_bridge";"Waterloo Bridge";"1930 1931 1932";"Sep 1, 1931 Wide";"James Whale";"Benn Wolfe Levy,Tom Reed";;;"";"Unrated";"Drama";"http://www.rottentomatoes.com/m/10008038-waterloo_bridge/";"Mae Clarke had the best role of her career as the heroine of Waterloo Bridge, the first of three filmizations of Robert L. Sherwood's play. Douglass Montgomery (here credited as Kent Douglass) plays a young American soldier who, while on leave from World War I, meets Myra (Clarke) during an air raid in London and falls in love with her, unaware she is a prostitute. Directed with a delicate mixture of realism and impressionism by James Whale, the 1931 Waterloo Bridge is head and shoulders above,its heavily laundered 1940 remake -- which in turn is vastly superior to the 1956 re-remake, Gaby."
"im_crazy_about_iris_blond_1999";"I'm Crazy About Iris Blond";"1998 1999 2000";"May 14, 1999 Limited";"Carlo Verdone";"Carlo Verdone,Pasquale Plastino,Francesa Marciano";;"1 hr. 50 min.";"";"R (for language and some sexuality)";"Art House & International,Romance";"http://www.rottentomatoes.com/m/im_crazy_about_iris_blond_1999/";"Romeo, a popular singer and musician in the seventies, meets a waitress named Iris, an Italian girl who has emigrated to Belgium. Little by little Romeo finds out that Iris is a very good singer."
"the-last-flight";"The Last Flight";"2004 2005 2006";"Feb 14, 2005 Wide";"Doron Kipper";;;;;"Unrated";"Comedy";"http://www.rottentomatoes.com/m/the-last-flight/";"The last 15 seconds of a fly's life."
"1003854-champ";"The Champ";"1978 1979 1980";"Mar 20, 1979 Wide";"Franco Zeffirelli";"Walter Newman";"Jon Voight,Rick Schroder,Faye Dunaway,Jack Warden,Arthur Hill,Strother Martin,Joan Blondell,Mary Jo Catlett,Elisha Cook Jr.,Stefan Gierasch,Allan Miller,Joe Tornatore,Shirlee Kong,Ken Wahl,Jeff Blum,Dana Elcar,Randall 'Tex' Cobb,Kristoff St. John,Gina Gallego,Jody Wilson,Reginal M. Toussaint,Bob Gordon,Jodie Wilson,Gene Picchi,Anne Elizabeth Logan,Bill Baldwin,Rita Turner,Dorothy Strelsin,Lionel Dozier,Charles W. Camac,David Peden,William Fuller,Vanna Salviati,Maurice Pete Mitchel...,Ernesto Morelli,Robert Ray Sutton,Philip Tuersky,Micki Varro,Geoff Marlowe,George Stidham,Willie White,Curtis Jackson,Wally Rose,Dick Young,Sonny Shields,Larry Duran,Lars Hensen,Jeff Temkin,Eddie Lopez,Ralph Gambina,Wallace Beery,Ricky Schroeder";"2 hr. 3 min.";"5/10,4/10";"PG";"Sports & Fitness,Drama";"http://www.rottentomatoes.com/m/1003854-champ/";"A remake of the 1931 Champ, this film tells of a child who is torn between his divorced parents--a loving mother and an alcoholic ex-boxing father. Dave Grusin was awarded an Oscar for the score."
"waterloo_bridge";"Waterloo Bridge";"1939 1940 1941";"May 17, 1940 Wide";"Mervyn LeRoy,Mervyn Le Roy";"Hans Rameau,S.N. Behrmann,George Froeschel";"Vivien Leigh,Rod Taylor,Robert Taylor,Lucile Watson,Maria Ouspenskaya,C. Aubrey Smith,Virginia Field,Leo G Carroll,Clara Reid,Steffi Duna,Leonard Mudie,Herbert Evans,Halliwell Hobbes,Ethel Griffies,Gilbert Emery,David Clyde,Janet Shaw,Virginia Carroll,Florence Baker,Harry Allen,Elsie Prescott,Bob Winkler,Phyllis Barry,Norma Varden,Fred Sassoni,Rita Carlyle,Kathryn Collier,Denis D'Auburn,Wilfred Lucas,Janet Waldo,Frank Dawson,Leda Nicova,Marjorie Manning,Douglas Gordon,Frances McInerney,Eleanor Stewart,Denis Green,Jimmy Aubrey,Bobby Hale,Winifred Harris,Harold Howard,Charles Irwin,Bill James,George Kirby,Eric Lonsdale,James May,Florine McKinney,Charles McNaughton,Frank Mitchell,Tempe Piggott,John Power,Elsa Prescott,Jean Prescott,Paul Scardon,Wyndham Standing,Harry Stubbs,David Thursby,Martha Wentworth,Eric Wilton,Robert Winkler,Douglas Wood,Douglas Gordon M.D.,Colin Campbell";"1 hr. 49 min.";"6.4/10";"Unrated";"Drama,Romance,Classics";"http://www.rottentomatoes.com/m/waterloo_bridge/";"Given the omnipresence of the Motion Picture Production Code in 1940, the second film version of Robert E. Sherwood's Waterloo Bridge would have to be laundered and softened to pass muster. In the original, made in 1931, the heroine is nothing more or less than a streetwalker, patrolling London's Waterloo Bridge during World War I in hopes of picking up the occasional soldier. She falls in love with one of her clients, a young officer from an aristocratic family. Gently informed by the young,man's mother that any marriage would be absolutely impossible, the streetwalker tearfully agrees, letting her beau down gently before ending her own life by walking directly into the path of an enemy bomb. In the remake, told in flashback as a means of 'distancing' the audience from what few unsavory story elements were left, the heroine, Vivien Leigh, starts out as a virginal ballerina. Robert Taylor, a British officer from a wealthy family, falls in love with Vivien and brings her home to his folks. This time around, Taylor's uncle (C. Aubrey Smith), impressed by Vivien's sincerity, reluctantly agrees to the upcoming marriage. When Taylor marches off to war, Vivien abandons an important dance recital to bid her fiance goodbye, losing her job as a result. Later, she is led to believe that Taylor has been killed in battle. Thus impoverished and aggrieved, she is given a motivation for turning to prostitution, a plot element deemed unecessary in the original-which indeed it was. Now the stage is set for her final sacrifice, though the suicidal elements are carefully weeded out. Waterloo Bridge was remade for a second time in 1956 as Gaby, with Leslie Caron and John Kerr."
"10002692-smart_money";"Smart Money";"1930 1931 1932";"Jul 11, 1931 Wide";"Edward G. Robinson,James Cagney,Margaret Livingston,Ralf Harolde,Noel Francis,Evalyn Knapp,Alfred E. Green";"Joe Jackson,Joe Jackson,John Bright,Kubec Glasmon,Lucien Hubbard";"Edward G. Robinson,Evelyn Knapp,James Cagney,Evalyn Knapp,Ralf Harolde,Noel Francis,Margaret Livingston,Maurice Black,Boris Karloff,Morgan Wallace,Billy House,Paul Porcasi,Larry McGrath,Polly Walters,Ben Taggart,Gladys Lloyd,Wallace MacDonald,Clark 'Buddy' Burrou...,Edwin Argus,John Larkin,Walter Percival,Mae Madison,Allan Lane,Eulalie Jensen,Charles Lane,Edward Hearn,Eddie Kane,Clinton Rosemond,Charles O'Malley,Gus Leonard,John George,Harry Semels,Charlotte Merriam,Spencer Bell";"1 hr. 30 min.";"";"Unrated";"Drama,Classics";"http://www.rottentomatoes.com/m/10002692-smart_money/";"In this film, Edward G. Robinson plays a small-town barber who fancies himself a big-time gambler. He travels to the Big City in the company of his brother James Cagney, who wants to make sure that Robinson isn't fleeced by the high-rollers. Unfortunately, Robinson has a weakness for beautiful blondes."
"blonde_crazy";"Blonde Crazy";"1930 1931 1932";"Jan 1, 1931 Wide";"Roy Del Ruth";"Kubec Glasmon,John Bright";"James Cagney,Joan Blondell,Louis Calhern,Noel Francis,Guy Kibbee,Ray Milland,Polly Walters,Charles Lane,William Burress,Rychard Cramer,Peter Erkelenz,Maude Eburne,Walter Percival,Nat Pendleton,Russell Hopton,Dick Cramer,Wade Boteler,Ray Cooke,Edward Morgan,Phillip G. Sleeman";"1 hr. 21 min.";"";"Unrated";"Drama,Romance,Comedy";"http://www.rottentomatoes.com/m/blonde_crazy/";"Blonde Crazy describes the perpetual mental state of James Cagney. A conniving bellhop, Cagney increases his bank account by using his blonde girlfriend Joan Blondell as a come-on to various 'sugar daddies' whom he suckers out of their hard-earned cash. When the pair try their con game in New York, they fall victim to sharpster Louis Calhern. Angry that Cagney has lost their money, Blondell marries straight-arrow Ray Milland. Cagney tries to get back the dough by committing a holdup, and is,promptly arrested. Blondell, realizing that Cagney has landed in jail because of her, throws over her husband and vows to wait for Cagney. As amoral as a bagful of alley cats, Blonde Crazy is good dirty fun from Hollywood's randy pre-code era."
"1016885-public_enemy";"The Public Enemy";"1930 1931 1932";"Apr 23, 1931 Wide";"William Wellman";"Kubec Glasmon,John Bright,Harvey Thew";"James Cagney,Jean Harlow,Edward Woods,Joan Blondell,Beryl Mercer,Donald Cook,Mae Clarke,Robert E. O'Connor,Leslie Fenton,Robert Emmett O'Conn...,Murray Kinnell,Russell Powell,Mia Marvin,Rita Flynn,Clark 'Buddy' Burrou...,Snitz Edwards,Adele Watson,Frank Coghlan Jr.,Frankie Darro,Robert E. Homans,Dorothy Gee,Purnell Pratt,Lee Phelps,Helen Parrish,Dorothy Gray,Nanci Price,Ben Hendricks Jr.,Ben Hendricks III,George Daly,Eddie Kane,Charles Sullivan,Douglas Gerrard,Sam McDaniel,William Strauss,Landers Stevens,Russ Powell";"1 hr. 24 min.";"8.4/10";"Unrated";"Drama,Action & Adventure,Musical & Performing Arts,Classics";"http://www.rottentomatoes.com/m/1016885-public_enemy/";"This film chronicles the making of a Prohibition-age gangster from childhood through a murderous, bootlegging adulthood and a grimly sobering sudden downfall. The seminal sound-era gangster film, with the performance that made James Cagney a major star, still packs plenty of punch, mostly seen now in a slightly abbreviated version."
"free_soul";"A Free Soul";"1930 1931 1932";"Jun 20, 1931 Wide";"Clarence Brown";"John Meehan,Adela Rogers St. John";"Lionel Barrymore,Norma Shearer,Clark Gable,Leslie Howard,James Gleason,Lucy Beaumont,Claire Whitney,Frank Sheridan,E. Alyn Warren,George Irving,William Stacy,Jimmy Conlin,Sam McDaniel,Lee Phelps,Roscoe Ates,Larry Steers,Francis Ford,Henry Hall,Edward S. Brophy,Bess Flowers";"1 hr. 34 min.";"";"Unrated";"Drama,Romance,Classics";"http://www.rottentomatoes.com/m/free_soul/";"Having gotten his high-profile gangster client off scot-free, a celebrated criminal lawyer brings the mobster home to meet his family, unintentionally spurring both romance and tragedy for his rebellious young daughter. This Oscar-winning MGM production features the fine teaming of venerable Lionel Barrymore and a young Clark Gable."
"illicit_behavior";"Illicit Behavior";"1990 1991 1992";"Jun 1, 1991 Wide";"Worth Keeter";;;;;"R";"Mystery & Suspense,Action & Adventure";"http://www.rottentomatoes.com/m/illicit_behavior/";"Jack Scalia stars as a Hollywood policeman whose wife (Joan Severance) will stop at nothing to claim a $2 million inheritance."
"1046579-cimarron";"Cimarron";"1959 1960 1961";"Dec 1, 1960 Wide";"Charles Walters,Anthony Mann";"Arnold Schulman";"Glenn Ford,Maria Schell,Anne Baxter,Arthur O'Connell,Russ Tamblyn,Mercedes McCambridge,Vic Morrow,Robert Keith,Charles McGraw,Harry Morgan,David Opatoshu,Aline MacMahon,Lili Darvas,Edgar Buchanan,Mary Wickes,Royal Dano,L.Q. Jones,George Brenlin,Vladimir Sokoloff,Ivan Triesault,Buzz Martin,John L. Cason,Dawn Little Sky,Edward Little Sky,Eddie Little Sky,Henry 'Harry' Morgan,Henry Morgan";"2 hr. 27 min.";"";"Unrated";"Western,Drama,Classics";"http://www.rottentomatoes.com/m/1046579-cimarron/";"The Oklahoma land rush of 1889 provides the starting point for this western drama, based on a novel by Edna Ferber. Yancey Cravat (Glenn Ford) is an impulsive, short-fused cowboy who has married an immigrant woman, Sabra (Maria Schell). Together, Yancey and Sabra claim a homestead, and Yancey starts a newspaper. While he doesn't have much of a head for business, Sabra does, and when she takes greater control of the paper, it grows into a profitable and influential journal. Eventually, Yancey,becomes a well-recognized figure, and it's suggested that he run for public office. However, Yancey finds himself unable to support legislation that would steal more land and mineral rights away from the Native Americans who first settled the land. Cimarron was previously filmed in 1931$% this version reduced the role of stereotyped black characters and has Native American actors playing the 'Indians,' including Eddie and Dawn Little Sky."
"spirit_stallion_of_the_cimarron";"Spirit - Stallion of the Cimarron";"2001 2002 2003";"May 24, 2002 Wide";"Lorna Cook,Kelly Asbury";"John Fusco";"Matt Damon,James Cromwell,Daniel Studi,Chopper Bernet,Jeff LeBeau,Donald Fullilove,John Rubano,Richard McGonagle,Michael Horse,Matthew Levin,Adam Paul,Matt Levin,Robert Cait,Zahn McClarnon,Charles Napier,Meredith Wells,Don Fullilove,Gavin Greenaway";;"6.4/10,6.8/10";"G";"Drama,Animation,Kids & Family";"http://www.rottentomatoes.com/m/spirit_stallion_of_the_cimarron/";"Screenwriter John Fusco returns to the Western themes of his previous films Young Guns and Thunderheart with this animated children's adventure from Dreamworks. Matt Damon supplies the voice of Spirit, a wild Mustang stallion living free in the Old West of the late 19th century, where he's captured by human horse traders and sold to a cavalry regiment at a frontier outpost. There, a cruel colonel (voice of James Cromwell) nearly succeeds in breaking the willful horse, but not quite. Spirit,escapes in the company of another captive, Little Creek (voice of Daniel Studi), a Native American youth that tries to possess the magnificent animal by more humane means, but Spirit refuses to bend to human will even when he makes the acquaintance of Little Creek's beautiful and fiercely loyal mare, Rain. After he saves Little Creek's life in an Army raid, Spirit believes that the gravely injured Rain has perished after a tumble over a waterfall. Despondent, the horse is captured again by humans, enslaved this time for work in a pack team on the transcontinental railroad. Undaunted by the tragedies that befall him, Spirit manages to escape for a reunion with Little Creek, Rain, and his long-lost brethren. Featuring songs by rock singer Bryan Adams, Spirit: Stallion of the Cimarron departs from other examples of its genre in that the horse protagonists do not speak or sing$% only Spirit's voice is heard as voice-over narration."
