"tt2917388";"Kidnapping Mr. Heineken";"2015";"6 March 2015 (USA)";"Daniel Alfredson";"William Brookfield,Peter R. de Vries";"Jim Sturgess,Sam Worthington,Ryan Kwanten";"Jim Sturgess,Sam Worthington,Ryan Kwanten,Anthony Hopkins,Mark van Eeuwen,Thomas Cocquerel,Jemima West,David Dencik,Vera Van Dooren,Kat Lindsay,Roy McCrerey,Vince Canlas,Natalie Mejer,Eric Godon,Billy Slaughter";"English,Dutch,German";"Belgium,Netherlands,USA,UK";"95 min";"6.1";"9,723";"27 user,85 critic";"Action,Crime,Drama";"Amsterdam, Noord-Holland, Netherlands";"The inside story of the planning, execution, rousing aftermath and ultimate downfall of the kidnappers of beer tycoon Alfred 'Freddy' Heineken, which resulted in the largest ransom ever paid for an individual."
"tt0316356";"Open Range";"2003";"15 August 2003 (USA)";"Kevin Costner";"Lauran Paine,Craig Storper";"Kevin Costner,Robert Duvall,Diego Luna";"Robert Duvall,Kevin Costner,Annette Bening,Michael Gambon,Michael Jeter,Diego Luna,James Russo,Abraham Benrubi,Dean McDermott,Kim Coates,Herb Kohler,Peter MacNeill,Cliff Saunders,Patricia Stutz,Julian Richings";"English";"USA";"139 min";"7.5";"51,284";"489 user,151 critic";"Action,Romance,Western";"Alberta, Canada";"A former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman."
"tt1082601";"Fighting";"2009";"24 April 2009 (USA)";"Dito Montiel";"Robert Munic,Dito Montiel";"Channing Tatum,Terrence Howard,Luis Guzmán";"Channing Tatum,Terrence Howard,Zulay Henao,Michael Rivera,Flaco Navaja,Peter Anthony Tambakis,Luis Guzmán,Anthony DeSando,Roger Guenveur Smith,Brian White,Ivan Martin,Danny Mastrogiorgio,Altagracia Guzman,Gabrielle Pelucco,Angelic Zambrana";"English,Russian";"USA";"105 min";"5.6";"26,160";"85 user,120 critic";"Action,Drama,Sport";"DeKalb Av/Washington Park, Fort Greene, Brooklyn, New York City, New York, USA";"In New York City, a young counterfeiter is introduced to the world of underground street fighting by a seasoned scam artist, who becomes his manager on the bare-knuckling brawling circuit."
"tt0096256";"They Live";"1988";"4 November 1988 (USA)";"John Carpenter";"Ray Nelson,John Carpenter";"Roddy Piper,Keith David,Meg Foster";"Roddy Piper,Keith David,Meg Foster,George 'Buck' Flower,Peter Jason,Raymond St. Jacques,Jason Robards III,John Lawrence,Susan Barnes,Sy Richardson,Wendy Brainard,Lucille Meredith,Susan Blanchard,Norman Alden,Dana Bratton";"English";"USA";"93 min";"7.3";"65,443";"323 user,165 critic";"Action,Horror,Sci-Fi";"Downtown, Los Angeles, California, USA";"A drifter discovers a pair of sunglasses that allow him to wake up to the fact that aliens have taken over the Earth."
"tt0031033";"Allegheny Uprising";"1939";"10 November 1939 (USA)";"William A. Seiter";"P.J. Wolfson,Neil H. Swanson";"Claire Trevor,John Wayne,George Sanders";"Claire Trevor,John Wayne,George Sanders,Brian Donlevy,Wilfrid Lawson,Robert Barrat,John F. Hamilton,Moroni Olsen,Eddie Quillan,Chill Wills,Ian Wolfe,Wallis Clark,Monte Montague,Olaf Hytten,Eddy Waller";"English";"USA";"81 min";"6.4";"1,071";"14 user,12 critic";"Adventure,History,Western";"Lake Sherwood, California, USA";"In British colonial America, Captain Swanson's adherence to the rules results in Trader Callendar's selling to the Indians under cover of a government permit. Jim Smith won't sit still for ..."
"tt2064968";"The Longest Week";"2014";"5 September 2014 (USA)";"Peter Glanz";"Peter Glanz,Peter Glanz";"Jason Bateman,Olivia Wilde,Billy Crudup";"Jason Bateman,Tony Roberts,Laura Clery,William Abadie,Stephen Temperly,Alexandra Neil,Seamus Davey-Fitzpatrick,Barry Primus,Olivia Wilde,Billy Crudup,Jayce Bartok,Danny Deferrari,Auden Thornton,Steve Witting,Maureen Mueller";"English";"USA";"86 min";"5.4";"6,956";"27 user,27 critic";"Comedy,Drama";"New York City, New York, USA";"Affluent and aimless, Conrad Valmont lives a life of leisure in his parent's prestigious Manhattan Hotel. In the span of one week, he finds himself evicted, disinherited, and... in love."
"tt0110074";"The Hudsucker Proxy";"1994";"11 March 1994 (USA)";"Joel Coen,Ethan Coen";"Ethan Coen,Joel Coen";"Tim Robbins,Paul Newman,Jennifer Jason Leigh";"Tim Robbins,Jennifer Jason Leigh,Paul Newman,Charles Durning,John Mahoney,Jim True-Frost,Bill Cobbs,Bruce Campbell,Harry Bugin,John Seitz,Joe Grifasi,Roy Brocksmith,John Wylie,I.M. Hobson,Gary Allen";"English,Finnish";"UK,Germany,USA";"111 min";"7.3";"61,965";"207 user,76 critic";"Comedy";"Chicago, Illinois, USA";"A naive business graduate is installed as president of a manufacturing company as part of a stock scam."
"tt1454468";"Gravity";"2013";"4 October 2013 (USA)";"Alfonso Cuarón";"Alfonso Cuarón,Jonás Cuarón";"Sandra Bullock,George Clooney,Ed Harris";"Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen,Phaldut Sharma,Amy Warren,Basher Savage";"English,Greenlandic";"USA,UK";"91 min";"7.9";"527,251";"1,835 user,717 critic";"Sci-Fi,Thriller";"Lake Powell, Arizona, USA";"A medical engineer and an astronaut work together to survive after a catastrophe destroys their shuttle and leaves them adrift in orbit."
"tt0119502";"The Last Time I Committed Suicide";"1997";"20 June 1997 (USA)";"Stephen Kay";"Neal Cassady,Stephen Kay";"Thomas Jane,Keanu Reeves,Adrien Brody";"Thomas Jane,Keanu Reeves,Adrien Brody,John Doe,Claire Forlani,Jim Haynie,Marg Helgenberger,Lucinda Jenney,Gretchen Mol,Pat McNamara,Kate Williamson,Cristine Rose,Meadow Sisto,Amy Smart,Alexandra Holden";"English";"USA";"92 min";"5.8";"1,658";"28 user,12 critic";"Biography,Drama";"Los Angeles, California, USA";"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence...."
"tt0758752";"Love & Other Drugs";"2010";"24 November 2010 (USA)";"Edward Zwick";"Charles Randolph,Edward Zwick";"Jake Gyllenhaal,Anne Hathaway,Judy Greer";"Jake Gyllenhaal,Anne Hathaway,Oliver Platt,Hank Azaria,Josh Gad,Gabriel Macht,Judy Greer,George Segal,Jill Clayburgh,Kate Jennings Grant,Katheryn Winnick,Kimberly Scott,Peter Friedman,Nikki Deloach,Natalie Gold";"English";"USA";"112 min";"6.7";"132,047";"211 user,217 critic";"Comedy,Drama,Romance";"Pennsylvania, USA";"A young woman suffering from Parkinson's befriends a drug rep working for Pfizer in 1990s Pittsburgh."
"tt0151558";"The Mickey Mouse Anniversary Show";"1968";"22 December 1968 (USA)";"William Beaudine,Ward Kimball";;"Dean Jones";"Dean Jones";"English";"USA";"84 min";"6.6";"26";"1 user";"Family";;"Add a Plot"
"tt0206226";"Psycho Beach Party";"2000";"September 2001 (USA)";"Robert Lee King";"Charles Busch,Charles Busch";"Lauren Ambrose,Nicholas Brendon,Thomas Gibson";"Lauren Ambrose,Thomas Gibson,Nicholas Brendon,Kimberley Davies,Matt Keeslar,Charles Busch,Beth Broderick,Danni Wheeler,Nick Cornish,Andrew Levitas,Amy Adams,Kathleen Robertson,Nathan Bexton,Buddy Quaid,Jenica Bergere";"English";"Australia,USA";"95 min";"6.3";"4,492";"92 user,49 critic";"Comedy,Horror,Mystery";"Santa Clarita, California, USA";"Spoof of 1960's Beach Party/Gidget surfing movies mixed with slasher horror films stars Lauren Ambrose as Florence Forrest, a not-so-innocent girl in 1960's Malibu who becomes 'Chicklet' ..."
"tt2870648";"Amy";"2015";"3 July 2015 (USA)";"Asif Kapadia";;"Amy Winehouse,Mitch Winehouse,Mark Ronson";"Yasiin Bey,Amy Winehouse,Tony Bennett,Mark Ronson,Pete Doherty,Blake Fielder-Civil,Mitch Winehouse,Tyler James,Salaam Remi,Janis Winehouse,Nick Shymansky,Monte Lipman,Blake Wood,Juliette Ashby,Lucian Grainge";"English";"UK,USA";"128 min";"8.0";"7,287";"49 user,175 critic";"Documentary,Biography,Music";;"The story of Amy Winehouse in her own words, featuring unseen archival footage and unheard tracks."
"tt0056059";"Hatari!";"1962";"19 June 1962 (USA)";"Howard Hawks";"Leigh Brackett,Harry Kurnitz";"John Wayne,Elsa Martinelli,Hardy Krüger";"John Wayne,Hardy Krüger,Elsa Martinelli,Red Buttons,Gérard Blain,Bruce Cabot,Michèle Girardon,Valentin de Vargas,Eduard Franz,Queenie Leonard";"English,Swahili";"USA";"157 min";"7.3";"8,473";"74 user,37 critic";"Action,Adventure,Drama";"Arusha National Park, Tanzania";"A group of men trap wild animals in Africa and sell them to zoos. Will the arrival of a female wildlife photographer change their ways ?"
"tt0032904";"The Philadelphia Story";"1940";"26 December 1940 (USA)";"George Cukor";"Donald Ogden Stewart,Philip Barry";"Cary Grant,Katharine Hepburn,James Stewart";"Cary Grant,Katharine Hepburn,James Stewart,Ruth Hussey,John Howard,Roland Young,John Halliday,Mary Nash,Virginia Weidler,Henry Daniell,Lionel Pape,Rex Evans";"English,French";"USA";"112 min";"8.1";"47,591";"178 user,96 critic";"Comedy,Romance";"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA";"When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
"tt0060748";"Nevada Smith";"1966";"10 June 1966 (USA)";"Henry Hathaway";"Harold Robbins,John Michael Hayes";"Steve McQueen,Karl Malden,Brian Keith";"Steve McQueen,Karl Malden,Brian Keith,Arthur Kennedy,Suzanne Pleshette,Raf Vallone,Janet Margolin,Pat Hingle,Howard Da Silva,Martin Landau,Paul Fix,Gene Evans,Josephine Hutchinson,John Doucette,Val Avery";"English";"USA";"128 min";"7.0";"5,047";"61 user,11 critic";"Western";"Alabama Hills, Lone Pine, California, USA";"A naive half-Indian, half-white man evolves into a hardened killer as he tracks down his parents' murderers."
"tt0113416";"The Incredibly True Adventure of Two Girls in Love";"1995";"16 June 1995 (USA)";"Maria Maggenti";"Maria Maggenti";"Laurel Holloman,Nicole Ari Parker,Maggie Moore";"Laurel Holloman,Maggie Moore,Kate Stafford,Sabrina Artel,Toby Poser,Nelson Edwin Rodríguez,Dale Dickey,Nicole Ari Parker,Andrew Wright,Katlin Tyler,Anna Padgett,Chelsea Catthouse,Stephanie Berry,Babs Davy,John Elsen";"English";"USA";"94 min";"6.5";"3,332";"35 user,22 critic";"Comedy,Drama,Romance";;"An adventurous love story between two young women of different social and economic backgrounds who find themselves going through all the typical struggles of a new romance."
"tt2024469";"Non-Stop";"2014";"28 February 2014 (USA)";"Jaume Collet-Serra";"John W. Richardson,Christopher Roach";"Liam Neeson,Julianne Moore,Scoot McNairy";"Liam Neeson,Julianne Moore,Scoot McNairy,Michelle Dockery,Nate Parker,Corey Stoll,Lupita Nyong'o,Omar Metwally,Jason Butler Harner,Linus Roache,Shea Whigham,Anson Mount,Quinn McColgan,Corey Hawkins,Frank Deal";"English,German";"UK,France,USA";"106 min";"7.0";"180,092";"368 user,352 critic";"Action,Mystery,Thriller";"New York City, New York, USA";"An air marshal springs into action during a transatlantic flight after receiving a series of text messages that put his fellow passengers at risk unless the airline transfers $150 million into an off-shore account."
"tt0109067";"The Air Up There";"1994";"7 January 1994 (USA)";"Paul Michael Glaser";"Max Apple";"Kevin Bacon,Charles Gitonga Maina,Yolanda Vazquez";"Kevin Bacon,Charles Gitonga Maina,Yolanda Vazquez,Winston Ntshona,Mabutho 'Kid' Sithole,Sean McCann,Dennis Patrick,Ilo Mutombo,Nigel Miguel,Eric Menyuk,Keith Gibbs,Miriam Owiti,Douglas Leboyare,Francis Mutei,Gibson Gathu Mbugua";"English";"USA";"107 min";"5.4";"7,188";"23 user,7 critic";"Comedy,Family,Sport";"Hamilton, Ontario, Canada";"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball ..."
"tt0426459";"Feast";"2005";"18 January 2007 (Singapore)";"John Gulager";"Marcus Dunstan,Patrick Melton";"Navi Rawat,Krista Allen,Balthazar Getty";"Balthazar Getty,Henry Rollins,Navi Rawat,Judah Friedlander,Josh Zuckerman,Jason Mewes,Jenny Wade,Krista Allen,Clu Gulager,Anthony 'Treach' Criss,Eric Dane,Chauntae Davies,Diane Ayala Goldner,Somah Haaland,Tyler Patrick Jones";"English";"USA";"95 min";"6.4";"24,443";"250 user,127 critic";"Action,Comedy,Horror";"Lone Star Studios - 12800 Foothills Boulevard, Sylmar, Los Angeles, California, USA";"Patrons locked inside of a bar are forced to fight monsters."
"tt1311071";"Kill Your Darlings";"2013";"19 September 2013 (Croatia)";"John Krokidas";"Austin Bunn,Austin Bunn";"Daniel Radcliffe,Dane DeHaan,Michael C. Hall";"Daniel Radcliffe,Dane DeHaan,Michael C. Hall,Jack Huston,Ben Foster,David Cross,Jennifer Jason Leigh,Elizabeth Olsen,John Cullum,Brenda Wehle,Erin Darke,Craig Chester,Lenore Harris,Mark Ethan,Zach Appelman";"English";"USA";"104 min";"6.5";"22,474";"65 user,185 critic";"Biography,Drama,Romance";"New York City, New York, USA";"A murder in 1944 draws together the great poets of the beat generation: Allen Ginsberg, Jack Kerouac and William Burroughs."
"tt0097351";"Field of Dreams";"1989";"5 May 1989 (USA)";"Phil Alden Robinson";"W.P. Kinsella,Phil Alden Robinson";"Kevin Costner,James Earl Jones,Ray Liotta";"Kevin Costner,Amy Madigan,Gaby Hoffmann,Ray Liotta,Timothy Busfield,James Earl Jones,Burt Lancaster,Frank Whaley,Dwier Brown,James Andelin,Mary Anne Kean,Fern Persons,Kelly Coffield Park,Michael Milhoan,Steve Eastin";"English";"USA";"107 min";"7.6";"81,390";"307 user,77 critic";"Drama,Family,Fantasy";"Boston, Massachusetts, USA";"An Iowa corn farmer, hearing voices, interprets them as a command to build a baseball diamond in his fields$% he does, and the Chicago White Sox come."
"tt3312868";"Deep Web";"2015";"15 March 2015 (USA)";"Alex Winter";"Alex Winter";"Nicolas Christin,Cindy Cohn,Joshua L. Dratel";"Nicolas Christin,Cindy Cohn,Joshua L. Dratel,Andy Greenberg,Keanu Reeves,Runa Sandvik,Todd Shipley,Christopher Soghoian,Amir Taaki,Kirk Ulbricht,Lyn Ulbricht,Ross Ulbricht,Nicholas Weaver,Cody Wilson";"English";"USA";"90 min";"7.2";"1,778";"8 user,16 critic";"Documentary";;"A feature documentary that explores the rise of a new Internet$% decentralized, encrypted, dangerous and beyond the law."
"tt0103010";"Surviving Desire";"1993";"26 November 1993 (Australia)";"Hal Hartley";"Hal Hartley";"Martin Donovan,Matt Malloy,Rebecca Nelson";"Martin Donovan,Matt Malloy,Rebecca Nelson,Julie Kessler,Mary B. Ward,Thomas J. Edwards,George Feaster,Lisa Gorlitsky,Emily Kunstler,John MacKay,James McCauley,Vincent Rutherford,Gary Sauer,Steven Schub,Hannah Sullivan";"English";"USA";"53 min";"7.5";"1,149";"9 user,5 critic";"Comedy,Drama,Romance";"Poughkeepsie, New York, USA";"Jude, a college literature professor, falls for one of his students. She is more interested in the empirical experience of a relationship with a man whose life is ruled by the themes of the..."
"tt1591613";"Stories USA";"2007";"2008 (USA)";"David Brooks,Paul Carafotes";"David Brooks,Paul Carafotes";"Steven R. McQueen,Joe Mantegna,Michael Rispoli";"Steven R. McQueen,Joe Mantegna,Michael Rispoli,Louis Gossett Jr.,Laurie Fortier,James Gandolfini,Billy St. John,John Barillaro,Marivel Decker,Jack Kissel,Ken Hudson Campbell,Eric Stonestreet,Kathleen Campbell,Steve Carell,Ian Gomez";"English";"USA";"90 min";"2.7";"436";"8 user";"Comedy,Drama";"Molly Malone's Irish Pub - 575 South Fairfax Avenue, Los Angeles, California, USA";"Ten individuals set out to find themselves in an alienating world, filled with heartbreak, deception and tragedy."
"tt0046876";"Creature from the Black Lagoon";"1954";"5 March 1954 (USA)";"Jack Arnold";"Harry Essex,Arthur A. Ross";"Richard Carlson,Julie Adams,Richard Denning";"Richard Carlson,Julie Adams,Richard Denning,Antonio Moreno,Nestor Paiva,Whit Bissell,Bernie Gozier,Henry A. Escalante";"English";"USA";"79 min";"7.0";"15,806";"172 user,103 critic";"Adventure,Horror,Sci-Fi";"Big Bear Lake, Big Bear Valley, San Bernardino National Forest, California, USA";"A strange prehistoric beast lurks in the depths of the Amazonian jungle. A group of scientists try to capture the animal and bring it back to civilization for study."
"tt0337711";"Rugrats Go Wild";"2003";"13 June 2003 (USA)";"John Eng,Norton Virgien";"Kate Boutilier";"Jodi Carlisle,Lacey Chabert,Tim Curry";"Elizabeth Daily,Nancy Cartwright,Kath Soucie,Dionne Quan,Cheryl Chase,Tim Curry,Joe Alaskey,Tress MacNeille,Michael Bell,Melanie Chartoff,Julia Kato,Phil Proctor,Jack Riley,Tara Strong,Cree Summer";"English";"USA";"80 min";"5.5";"5,212";"35 user,45 critic";"Animation,Adventure,Comedy";;"The Rugrats get tangled in an exotic adventure, where they're helped by the Thornberrys, a family that travels the world making nature documentaries."
"tt1643249";"Dark Ascension";"2016";"October 2016 (USA)";"Gene Fallaize";"Marcus Ako,Tony Cook";"Sean Young,Nathan Jones,Bruce Campbell";"Sean Young,Nathan Jones,Bruce Campbell,Virginia Hey,Ernie Hudson,Adam Rothenberg,Mackenzie Crook,Paul Blackthorne,Jillian Murray,Brian Blessed,Jimmy Vee,Julian Seager,Jack O'Halloran,Hélène Cardona,Stephen Marcus";"English";"UK,USA";"112 min";;;;"Action,Adventure,Fantasy";"Backlot, Pinewood Studios, Iver Heath, Buckinghamshire, England, UK";"The gates of Heaven & Hell have been broken and the afterlife is in ruins. One group of new arrivals must find a way to put things right to prevent an eternal battle between good & evil."
"tt0300051";"Jersey Girl";"2004";"26 March 2004 (USA)";"Kevin Smith";"Kevin Smith";"Ben Affleck,Liv Tyler,Raquel Castro";"Betty Aberlin,Matt McFarland,Sarah Stafford,Paulie Litt,Christian Fan,Victor Chavez,William Mace,Raquel Castro,Ben Affleck,Jennifer Schwalbach Smith,Jennifer Lopez,George Carlin,Stephen Root,Mike Starr,S. Epatha Merkerson";"English";"USA";"102 min";"6.2";"51,492";"356 user,161 critic";"Comedy,Drama,Romance";"New Jersey, USA";"After his career is sidelined from an unexpected tragedy and a personal blowup, a single man must take care of his precocious daughter."
"tt0100135";"Men at Work";"1990";"24 August 1990 (USA)";"Emilio Estevez";"Emilio Estevez";"Charlie Sheen,Emilio Estevez,Leslie Hope";"Charlie Sheen,Emilio Estevez,Leslie Hope,Keith David,Dean Cameron,John Getz,Hawk Wolinski,John Lavachielli,Geoffrey Blake,Cameron Dye,John Putch,Tommy Hinkley,Darrell Larson,Sy Richardson,Kari Whitman";"English";"USA";"98 min";"5.9";"17,050";"56 user,23 critic";"Action,Comedy,Crime";"Hermosa Beach, California, USA";"Carl and James are two pleasant but unambitious garbage men. Carl has a telescope with which he observes his neighbors. One evening he sees a man giving a female neighbor a hard time. As ..."
"tt0244244";"Swordfish";"2001";"8 June 2001 (USA)";"Dominic Sena";"Skip Woods";"John Travolta,Hugh Jackman,Halle Berry";"John Travolta,Hugh Jackman,Halle Berry,Don Cheadle,Sam Shepard,Vinnie Jones,Drea de Matteo,Rudolf Martin,Zach Grenier,Camryn Grimes,Angelo Pagan,Chic Daniel,Kirk B.R. Woller,Carmen Argenziano,Tim DeKay";"English,German";"USA,Australia";"99 min";"6.5";"148,779";"533 user,164 critic";"Action,Crime,Thriller";"Santa Clarita, California, USA";"A secretive renegade counter-terrorist co-opts the world's greatest hacker (who is trying to stay clean) to steal billions in US Government dirty money."
"tt1672614";"Precious Life";"2010";"5 May 2011 (USA)";"Shlomi Eldar";"Shlomi Eldar";;;"Hebrew,English,Arabic";"USA,Israel";"90 min";"7.4";"148";"1 user,15 critic";"Documentary,Drama,Family";;"With the help of a prominent Israeli journalist, Precious Life chronicles the struggle of an Israeli pediatrician and a Palestinian mother to get treatment for her baby, who suffers from an..."
"tt0331334";"Satan's Playground";"2006";"22 August 2006 (USA)";"Dante Tomaselli";"Dante Tomaselli";"Felissa Rose,Ellen Sandweiss,Edwin Neal";"Felissa Rose,Ellen Sandweiss,Edwin Neal,Irma St. Paule,Danny Lopes,Christie Sanford,Ron Millkie,Salvatore Paul Piro,Raine Brown,Robert Zappalorti,Marco Rose,Maureen Tomaselli,Jessy Hodges,Chris Farabaugh,Garth Johnson";"English";"USA";"81 min";"3.0";"824";"39 user,59 critic";"Horror";"New Jersey, USA";"Satan's Playground is a chiller with a vacationing family lost in the woods and the Jersey Devil lurking in the Pine Barrens."
"tt2994190";"Camp X-Ray";"2014";"17 October 2014 (USA)";"Peter Sattler";"Peter Sattler";"Kristen Stewart,Peyman Moaadi,Lane Garrison";"Nawal Bengholam,Peyman Moaadi,Lane Garrison,Joseph Julian Soria,Mark Naji,Anoop Simon,Kristen Stewart,Cory Michael Smith,Ser'Darius Blain,Tara Holt,LaDell Preston,Daniel Leavitt,Marco Khan,Julia Duffy,Robert Tarpinian";"English";"USA";"117 min";"7.0";"24,574";"63 user,87 critic";"Drama,War";"Los Angeles, California, USA";"A soldier assigned to Guantanamo Bay befriends a man who has been imprisoned there."
"tt1220888";"Henry's Crime";"2010";"14 January 2011 (UK)";"Malcolm Venville";"Sacha Gervasi,David N. White";"Keanu Reeves,Vera Farmiga,James Caan";"Keanu Reeves,Judy Greer,Fisher Stevens,Danny Hoch,Bill Duke,Drew McVety,Tim Snay,James Caan,Carlos Pizarro,Chris Cardona,Mark Anthony,Brian Rogalski,Steve Beauchamp,Vera Farmiga,Allel Aimiche";"English";"USA";"108 min";"6.0";"14,721";"51 user,68 critic";"Comedy,Crime,Drama";"American Falls, Niagara Falls, New York, USA";"Released from prison for a crime he didn't commit, an ex-con targets the same bank he was sent away for robbing."
"tt0065063";"Take the Money and Run";"1969";"10 July 1970 (Ireland)";"Woody Allen";"Woody Allen,Mickey Rose";"Woody Allen,Janet Margolin,Marcel Hillaire";"Woody Allen,Janet Margolin,Marcel Hillaire,Jacquelyn Hyde,Lonny Chapman,Jan Merlin,James Anderson,Howard Storm,Mark Gordon,Micil Murphy,Minnow Moskowitz,Nate Jacobson,Grace Bauer,Ethel Sokolow,Dan Frazer";"English";"USA";"85 min";"7.3";"21,531";"82 user,43 critic";"Comedy,Crime";"San Francisco, California, USA";"The life and times of Virgil Starkwell, inept bank robber."
"tt1570728";"Crazy, Stupid, Love.";"2011";"29 July 2011 (USA)";"Glenn Ficarra,John Requa";"Dan Fogelman";"Steve Carell,Ryan Gosling,Julianne Moore";"Steve Carell,Ryan Gosling,Julianne Moore,Emma Stone,Analeigh Tipton,Jonah Bobo,Joey King,Marisa Tomei,Beth Littleford,John Carroll Lynch,Kevin Bacon,Liza Lapira,Josh Groban,Mekia Cox,Julianna Guill";"English";"USA";"118 min";"7.4";"351,498";"281 user,308 critic";"Comedy,Drama,Romance";"Red Carpet Wine & Spirits - 400 East Glenoaks Boulevard, Glendale, California, USA";"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
"tt0272147";"Vampires: Los Muertos";"2002";"27 June 2003 (Spain)";"Tommy Lee Wallace";"Tommy Lee Wallace";"Jon Bon Jovi,Cristián de la Fuente,Natasha Gregson Wagner";"Jon Bon Jovi,Cristián de la Fuente,Natasha Gregson Wagner,Arly Jover,Darius McCrary,Diego Luna,Anilú Pardo,Honorato Magaloni,Javier Grajeda,Tommy Lee Wallace,Toño Muñiz,Andres Weiss,Muriel Fouilland,Juan Pablo Gamboa,Gabriel Casanova";"English";"USA";"93 min";"4.5";"5,780";"68 user,35 critic";"Action,Horror,Thriller";"Mexico City, Distrito Federal, Mexico";"A vampire hunter and a priest fight a band of the walking dead in Mexico."
"tt0106519";"Carlito's Way";"1993";"12 November 1993 (USA)";"Brian De Palma";"Edwin Torres,David Koepp";"Al Pacino,Sean Penn,Penelope Ann Miller";"Al Pacino,Sean Penn,Penelope Ann Miller,John Leguizamo,Ingrid Rogers,Luis Guzmán,James Rebhorn,Joseph Siravo,Viggo Mortensen,Richard Foronjy,Jorge Porcel,Frank Minucci,Adrian Pasdar,John Ortiz,Ángel Salazar";"English,Spanish";"USA";"144 min";"7.9";"153,870";"279 user,95 critic";"Crime,Drama";"Dock Lane, Kings Point, Long Island, New York, USA";"A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C."
"tt0266697";"Kill Bill: Vol. 1";"2003";"10 October 2003 (USA)";"Quentin Tarantino";"Quentin Tarantino,Quentin Tarantino";"Uma Thurman,David Carradine,Daryl Hannah";"Uma Thurman,Lucy Liu,Vivica A. Fox,Daryl Hannah,David Carradine,Michael Madsen,Julie Dreyfus,Chiaki Kuriyama,Shin'ichi Chiba,Chia-Hui Liu,Michael Parks,Michael Bowen,Jun Kunimura,Kenji Ohba,Yuki Kazamatsuri";"English,Japanese,French";"USA";"111 min";"8.1";"662,614";"2,080 user,347 critic";"Action";"5506 Atlas St, Los Angeles, California, USA";"The Bride wakens from a four-year coma. The child she carried in her womb is gone. Now she must wreak vengeance on the team of assassins who betrayed her - a team she was once part of."
"tt0080461";"Bon Voyage, Charlie Brown (and Don't Come Back!!)";"1980";"30 May 1980 (USA)";"Bill Melendez,Phil Roman";"Charles M. Schulz,Charles M. Schulz";"Scott Beach,Bill Melendez,Daniel Anderson";"Daniel Anderson,Scott Beach,Casey Carlson,Debbie Muller,Patricia Patts,Laura Planting,Arrin Skelley,Bill Melendez,Annalisa Bortolin,Roseline Rubens,Pascale de Barolet";"English";"USA";"75 min";"7.3";"1,833";"21 user,1 critic";"Animation,Comedy,Family";;"Charlie Brown and his friends travel to Europe as exchange students."
"tt0251114";"Hart's War";"2002";"15 February 2002 (USA)";"Gregory Hoblit";"John Katzenbach,Billy Ray";"Bruce Willis,Colin Farrell,Terrence Howard";"Bruce Willis,Colin Farrell,Terrence Howard,Cole Hauser,Marcel Iures,Linus Roache,Vicellous Reon Shannon,Maury Sterling,Sam Jaeger,Scott Michael Campbell,Rory Cochrane,Sebastian Tillinger,Rick Ravanello,Adrian Grenier,Michael Weston";"English,German";"USA";"125 min";"6.3";"41,583";"192 user,111 critic";"Drama,War";"Barrandov Studios, Prague, Czech Republic";"A law student becomes a lieutenant during World War II, is captured and asked to defend a black prisoner of war falsely accused of murder."
"tt2267968";"Kung Fu Panda 3";"2016";"29 January 2016 (USA)";"Alessandro Carloni,Jennifer Yuh";"Jonathan Aibel,Glenn Berger";"Jack Black,Angelina Jolie,Dustin Hoffman";"Jack Black,Angelina Jolie,Dustin Hoffman,Jackie Chan,Seth Rogen,Lucy Liu,David Cross,James Hong,Bryan Cranston,Kate Hudson,J.K. Simmons,Randall Duk Kim,Steele Gagnon";"English";"China,USA";;;;;"Animation,Action,Adventure";;"Continuing his 'legendary adventures of awesomeness', Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home."
"tt0107977";"Robin Hood: Men in Tights";"1993";"28 July 1993 (USA)";"Mel Brooks";"J.D. Shapiro,Evan Chandler";"Cary Elwes,Richard Lewis,Roger Rees";"Cary Elwes,Richard Lewis,Roger Rees,Amy Yasbeck,Mark Blankfield,Dave Chappelle,Isaac Hayes,Megan Cavanagh,Eric Allan Kramer,Matthew Porretta,Tracey Ullman,Patrick Stewart,Dom DeLuise,Dick Van Patten,Robert Ridgely";"English";"France,USA";"104 min";"6.7";"84,681";"181 user,45 critic";"Adventure,Comedy,Musical";"Santa Clarita, California, USA";"A spoof of Robin Hood in general and Robin Hood: Prince of Thieves (1991) in particular."
